orf	hap a | number of peroxisomes | standard [standard] | Yofe I~Thoms S, 2017	hap a | peroxisomes distribution | standard [standard] | Yofe I~Thoms S, 2017
YDR496C	2.55	10.96
YDR500C	2.77	12.81
YDR501W	2.22	10.45
YDR502C	2.7	13.62
YDR503C	2.31	11.11
YDR504C	2.36	10.69
YDR505C	2.37	10.5
YDR506C	2.66	11.04
YDR508C	2.52	9.25
YDR509W	2.5	11.76
YDR511W	2.43	11.55
YDR512C	2.74	13.14
YDR513W	2.73	10.01
YDR514C	2.36	10.84
YDR515W	2.43	8.91
YDR516C	2.54	10.07
YDR517W	2.39	12.92
YDR518W	2.54	10.21
YDR519W	2.34	8.72
YDR520C	2.58	12.09
YDR522C	2.41	11.86
YDR524C	2.64	10.45
YDR525W	2.45	14.17
YDR525W-A	2.53	8.67
YDR528W	2.59	10.92
YDR530C	2.37	14.07
YDR533C	2.5	11.47
YDR534C	2.54	11.37
YDR535C	2.49	9.62
YDR536W	2.4	10.77
YDR537C	2.41	12.15
YDR538W	2.46	9.04
YDR539W	2.44	10.81
YDR540C	2.29	9.02
YDR541C	2.35	8.46
YEL001C	2.55	9.92
YEL003W	2.62	8.86
YEL005C	2.27	9.34
YEL006W	2.42	8.36
YEL007W	2.32	7.51
YEL008W	2.43	6.51
YEL009C	2.99	10.53
YEL010W	2.35	8.44
YEL011W	2.56	11.84
YEL012W	2.26	10.3
YEL014C	2.26	8.51
YEL015W	2.28	8.13
YEL016C	2.53	9.85
YEL017C-A	2.27	8.81
YEL017W	2.25	9.31
YEL020C	2.5	8.48
YEL023C	2.21	7.26
YEL024W	2.51	10.54
YEL025C	2.51	7.49
YEL027W	2.48	8.05
YEL028W	2.49	8.76
YEL029C	2.78	14.61
YEL036C	2.98	14.42
YEL037C	2.63	7.9
YEL038W	2.21	9.77
YEL039C	2.35	7.88
YEL040W	2.22	8.34
YEL041W	2.32	8.51
YEL042W	3.16	9.12
YEL043W	2.36	8.9
YEL044W	2.52	13.25
YEL047C	2.43	9.95
YEL048C	1.97	13.66
YEL049W	2.12	9.78
YEL052W	2.31	8.14
YEL053C	2.49	8.98
YEL054C	3.1	6.87
YEL056W	2.19	7.76
YEL059W	2.01	7.09
YEL061C	2.53	7.44
YEL064C	2.13	9.55
YEL065W	2.34	8.21
YEL066W	2.32	8.32
YEL067C	2.39	7.96
YEL068C	2.21	7.48
YEL071W	2.21	8.8
YER001W	2.2	8.12
YER002W	2.41	7.9
YER004W	2.22	7.78
YER005W	2.32	8.14
YER007C-A	2.73	8.7
YER007W	2.3	9.27
YER010C	2.34	7.65
YER011W	2.24	8.72
YER016W	2.56	11.82
YER017C	2.92	20.15
YER019C-A	2.33	8.32
YER019W	2.3	6.93
YER020W	2.15	9.05
YER024W	2.27	8.37
YER027C	2.48	13.23
YER028C	2.55	13.44
YER030W	2.45	8.8
YER031C	2.32	11.71
YER032W	2.35	7.96
YER033C	2.22	8.04
YER034W	2.4	8.0
YER035W	2.14	8.92
YER038W-A	2.42	8.24
YER039C	2.27	8.24
YER039C-A	2.27	8.19
YER040W	2.82	9.32
YER041W	2.2	8.36
YER042W	2.28	8.5
YER044C-A	2.21	8.51
YER045C	2.38	8.39
YER046W	2.61	12.08
YER046W-A	2.44	9.15
YER047C	2.27	8.5
YER048C	2.17	8.4
YER049W	2.26	8.88
YER050C	2.62	18.06
YER051W	2.08	8.84
YER052C	2.13	6.58
YER053C	2.23	7.51
YER054C	2.56	8.06
YER056C	2.4	9.77
YER056C-A	2.27	10.48
YER057C	2.35	10.07
YER058W	2.63	24.68
YER059W	2.15	9.48
YER060W	2.39	8.31
YER060W-A	2.25	10.19
YER061C	2.45	9.09
YER062C	2.26	8.1
YER063W	2.32	8.09
YER064C	2.38	9.59
YER065C	2.31	8.82
YER066C-A	2.48	7.61
YER066W	2.46	9.12
YER067C-A	2.33	9.21
YER067W	2.38	8.49
YER068W	2.29	7.46
YER071C	2.22	9.01
YER072W	2.48	10.77
YER073W	2.41	8.78
YER074W	2.3	7.95
YER075C	2.33	9.22
YER077C	2.44	9.96
YER078C	2.45	9.34
YER079W	2.12	8.02
YER080W	2.35	7.61
YER081W	2.46	8.34
YER083C	2.77	10.18
YER084W	2.99	7.17
YER085C	2.43	8.67
YER087C-B	2.36	9.61
YER088C	2.44	8.9
YER089C	2.74	12.48
YER090W	2.34	10.4
YER091C	2.42	12.07
YER091C-A	2.35	8.46
YER092W	2.67	9.46
YER093C-A	2.35	11.61
YER095W	2.7	10.67
YER096W	2.47	11.14
YER097W	2.45	10.18
YER098W	2.48	9.88
YER101C	2.46	11.51
YER103W	2.49	14.43
YER106W	2.67	13.17
YER113C	2.58	10.95
YER114C	2.72	11.37
YER115C	2.85	14.72
YER116C	2.67	12.93
YER117W	2.78	13.82
YER118C	2.89	12.38
YER119C	2.7	14.08
YER120W	2.65	11.82
YER121W	2.66	12.76
YER123W	2.71	15.45
YER124C	2.62	12.33
YER128W	2.66	10.53
YER129W	2.68	12.89
YER130C	2.76	12.11
YER131W	2.84	11.01
YER132C	2.81	13.59
YER134C	2.71	12.8
YER135C	2.88	14.13
YER137C	2.67	10.59
YER139C	3.01	10.85
YER140W	2.91	9.52
YER141W	3.02	11.7
YER142C	2.65	10.27
YER143W	2.61	9.73
YER144C	2.33	8.82
YER145C	2.62	10.22
YER149C	2.67	9.88
YER150W	2.57	11.52
YER151C	2.75	10.9
YER152C	2.58	11.8
YER153C	2.89	17.08
YER154W	2.95	15.79
YER155C	2.48	8.65
YER156C	2.74	9.73
YER158C	2.74	11.79
YER161C	2.34	10.88
YER162C	2.7	9.65
YER163C	2.42	12.28
YER164W	2.85	11.53
YER166W	2.76	12.1
YER169W	2.67	12.9
YER170W	2.65	13.13
YER173W	2.74	10.78
YER174C	2.45	9.9
YER175C	2.6	14.37
YER176W	2.71	14.88
YER177W	2.35	15.91
YER178W	2.85	16.02
YER179W	2.7	14.02
YER180C	2.67	14.08
YER181C	2.65	14.27
YER182W	2.48	15.09
YER183C	2.55	13.27
YER184C	2.5	13.37
YER185W	2.65	13.44
YER187W	2.64	10.29
YER188W	2.3	6.92
YFL001W	2.49	12.33
YFL003C	2.77	15.18
YFL004W	2.74	10.03
YFL007W	2.4699999999999998	9.7
YFL010C	2.79	11.89
YFL010W-A	2.49	13.43
YFL011W	2.47	10.57
YFL012W	2.69	10.72
YFL012W-A	2.67	12.73
YFL013C	3.11	9.87
YFL014W	2.39	11.13
YFL015C	2.39	10.3
YFL016C	2.44	12.99
YFL019C	2.24	11.26
YFL020C	2.32	10.45
YFL021W	2.54	10.56
YFL023W	2.78	13.99
YFL025C	1.9	13.06
YFL027C	2.47	10.59
YFL028C	2.59	10.99
YFL030W	2.33	10.07
YFL031W	2.57	11.01
YFL032W	2.35	9.8
YFL033C	2.78	10.92
YFL034C-A	2.365	10.17
YFL034W	2.33	9.07
YFL036W	2.55	10.61
YFL040W	2.19	11.06
YFL041W	2.48	10.8
YFL042C	2.535	11.045
YFL044C	2.41	11.88
YFL046W	2.43	10.08
YFL047W	2.67	11.28
YFL048C	2.49	10.43
YFL049W	2.47	11.67
YFL050C	2.44	8.34
YFL051C	2.48	8.51
YFL052W	2.28	12.97
YFL053W	2.35	10.3
YFL054C	2.27	9.52
YFL055W	2.2	9.23
YFL063W	2.5	12.97
YFR001W	4.06	10.99
YFR006W	2.34	9.62
YFR007W	2.53	9.07
YFR008W	2.77	9.22
YFR009W	2.67	9.82
YFR010W	2.43	9.44
YFR011C	2.51	12.56
YFR012W	2.53	11.08
YFR013W	2.63	13.36
YFR014C	2.44	9.48
YFR015C	2.52	10.66
YFR016C	2.64	12.77
YFR017C	2.5	10.16
YFR018C	2.13	8.88
YFR020W	2.36	8.83
YFR021W	2.67	8.29
YFR022W	2.51	9.86
YFR023W	2.29	9.51
YFR024C-A	2.42	11.045
YFR026C	2.55	9.86
YFR030W	2.75	14.56
YFR031C-A	2.6	7.76
YFR032C	2.51	8.69
YFR032C-A	2.74	7.63
YFR033C	2.68	9.72
YFR034C	2.46	10.08
YFR035C	2.58	8.12
YFR036W	2.64	8.96
YFR038W	2.47	9.13
YFR039C	2.42	12.65
YFR040W	2.8	16.33
YFR041C	2.44	7.79
YFR043C	2.37	7.77
YFR044C	2.46	7.67
YFR045W	2.65	8.37
YFR046C	2.46	7.87
YFR047C	2.42	7.88
YFR048W	2.46	9.22
YFR049W	2.53	8.97
YFR053C	2.36	9.38
YFR054C	2.31	8.71
YFR055W	2.29	8.06
YFR056C	2.42	8.85
YFR057W	2.4	8.05
YGL002W	2.14	8.02
YGL003C	2.86	8.46
YGL004C	2.3	8.12
YGL005C	2.43	8.9
YGL006W	2.73	9.19
YGL007W	3.0	11.43
YGL010W	2.46	8.7
YGL013C	2.31	7.62
YGL014W	2.47	7.82
YGL015C	2.32	7.0
YGL016W	2.57	8.34
YGL017W	2.35	7.47
YGL019W	2.84	8.73
YGL021W	2.19	7.79
YGL023C	2.61	10.34
YGL024W	2.73	9.45
YGL025C	2.29	8.52
YGL026C	2.31	9.2
YGL027C	2.49	9.21
YGL028C	2.27	9.2
YGL031C	2.61	7.84
YGL032C	2.51	8.61
YGL033W	2.23	7.91
YGL034C	2.4	12.01
YGL035C	2.29	8.25
YGL036W	2.43	8.54
YGL037C	2.6	9.38
YGL039W	2.42	8.33
YGL041C	2.44	8.95
YGL042C	2.29	7.86
YGL043W	2.44	6.57
YGL045W	2.74	9.725
YGL049C	2.29	8.63
YGL050W	2.35	9.96
YGL051W	2.59	10.81
YGL053W	2.25	9.29
YGL054C	2.52	11.06
YGL056C	2.32	8.77
YGL057C	2.28	9.37
YGL058W	3.33	17.58
YGL059W	2.22	6.49
YGL060W	2.3	8.86
YGL062W	2.28	8.72
YGL063W	2.33	7.92
YGL064C	2.53	19.93
YGL066W	2.55	10.34
YGL067W	2.43	8.83
YGL071W	3.41	13.31
YGL072C	2.52	9.23
YGL076C	3.58	7.9
YGL077C	2.53	8.59
YGL078C	2.77	7.88
YGL079W	2.18	9.55
YGL080W	2.74	8.05
YGL082W	2.34	9.59
YGL083W	2.35	9.37
YGL085W	2.52	9.14
YGL086W	2.42	9.74
YGL087C	2.48	9.0
YGL089C	2.27	8.28
YGL090W	2.51	7.89
YGL094C	2.41	7.73
YGL096W	2.3	8.52
YGL101W	2.53	10.52
YGL104C	2.34	10.15
YGL105W	2.79	10.91
YGL107C	2.79	14.83
YGL108C	2.69	11.06
YGL109W	2.85	12.75
YGL114W	2.17	10.46
YGL117W	2.56	10.42
YGL118C	2.77	10.81
YGL121C	2.5	10.44
YGL124C	2.3	12.72
YGL125W	2.94	13.39
YGL126W	2.52	11.25
YGL127C	2.61	14.35
YGL131C	2.55	13.26
YGL132W	2.62	14.72
YGL133W	2.55	17.0
YGL136C	2.58	15.3
YGL138C	2.67	13.66
YGL139W	2.53	13.89
YGL140C	2.62	14.08
YGL141W	2.74	13.74
YGL143C	3.19	17.26
YGL144C	2.66	14.3
YGL146C	2.38	15.11
YGL147C	3.34	9.35
YGL149W	2.99	10.35
YGL151W	2.62	14.05
YGL152C	1.87	13.36
YGL153W	2.13	11.33
YGL156W	2.6	10.91
YGL157W	2.54	10.97
YGL158W	2.48	9.51
YGL160W	2.51	14.36
YGL161C	2.59	13.66
YGL162W	2.73	13.05
YGL163C	2.87	13.0
YGL164C	2.61	14.36
YGL165C	2.61	13.06
YGL166W	2.46	13.22
YGL170C	2.44	10.1
YGL175C	2.42	13.76
YGL176C	2.67	13.06
YGL177W	2.75	11.54
YGL179C	2.58	11.54
YGL180W	2.81	11.13
YGL181W	2.54	13.1
YGL194C	2.28	13.28
YGL195W	2.88	7.89
YGL196W	2.2	7.88
YGL197W	2.27	8.98
YGL198W	2.41	8.65
YGL199C	2.55	8.03
YGL202W	2.46	10.56
YGL203C	2.32	10.94
YGL208W	2.56	9.8
YGL209W	2.01	7.89
YGL210W	2.39	7.76
YGL211W	2.68	9.76
YGL212W	2.64	13.69
YGL213C	2.59	8.83
YGL214W	3.01	11.7
YGL215W	2.59	7.74
YGL216W	2.39	10.06
YGL217C	2.23	11.04
YGL218W	2.64	10.22
YGL219C	2.8	11.94
YGL220W	2.55	9.3
YGL221C	2.54	9.46
YGL222C	2.22	8.33
YGL224C	2.1	8.89
YGL226C-A	2.26	9.16
YGL226W	2.4	9.56
YGL227W	2.23	8.53
YGL228W	2.55	11.09
YGL229C	2.35	8.95
YGL230C	2.18	6.56
YGL231C	2.25	9.75
YGL234W	2.27	8.49
YGL235W	2.45	10.85
YGL236C	2.27	10.31
YGL241W	2.16	7.88
YGL242C	2.5	8.63
YGL243W	2.45	9.33
YGL248W	2.21	9.44
YGL249W	2.47	9.54
YGL250W	2.07	9.34
YGL251C	2.34	8.04
YGL253W	2.4	8.35
YGL254W	2.27	9.04
YGL255W	2.29	7.5
YGL256W	2.31	8.85
YGL257C	2.3	8.93
YGL258W	2.4	8.53
YGL259W	2.58	8.6
YGL260W	2.24	8.27
YGL261C	2.32	8.12
YGL262W	2.4	9.27
YGL263W	2.52	8.62
YGR001C	2.41	9.89
YGR003W	2.53	8.9
YGR004W	2.26	8.31
YGR007W	2.2	7.84
YGR008C	2.14	9.55
YGR010W	2.55	7.95
YGR011W	2.63	10.97
YGR012W	2.36	7.88
YGR014W	2.4	9.7
YGR015C	2.28	8.67
YGR016W	2.42	10.44
YGR017W	2.17	8.46
YGR018C	2.61	10.5
YGR019W	2.41	8.82
YGR021W	2.26	8.12
YGR022C	2.52	10.11
YGR023W	2.33	8.17
YGR025W	2.59	10.3
YGR026W	2.36	8.9
YGR027C	2.4	8.34
YGR028W	3.05	11.47
YGR031W	2.2	9.31
YGR032W	2.5	10.34
YGR033C	2.21	8.46
YGR034W	2.37	7.73
YGR035C	2.1	7.56
YGR037C	2.54	8.53
YGR038W	2.58	14.43
YGR039W	2.6	8.89
YGR040W	2.59	12.86
YGR041W	2.44	8.91
YGR042W	2.52	7.49
YGR043C	2.49	9.62
YGR044C	2.32	8.9
YGR049W	2.39	9.88
YGR050C	2.34	11.16
YGR051C	2.19	7.64
YGR052W	2.48	6.68
YGR053C	2.46	12.3
YGR054W	2.51	8.42
YGR055W	2.6	6.78
YGR058W	2.44	8.96
YGR059W	2.61	9.26
YGR061C	2.37	8.89
YGR062C	2.67	16.35
YGR066C	2.33	8.78
YGR067C	2.61	7.71
YGR068C	2.4	10.41
YGR069W	2.23	8.3
YGR070W	2.23	10.42
YGR071C	2.31	9.03
YGR072W	3.56	11.77
YGR076C	3.39	12.9
YGR077C	1.32	13.58
YGR078C	2.44	11.34
YGR079W	2.22	8.19
YGR080W	2.31	13.04
YGR081C	2.53	9.53
YGR084C	2.29	10.98
YGR085C	2.92	8.08
YGR086C	2.43	12.29
YGR087C	2.18	7.84
YGR088W	2.37	6.81
YGR089W	2.43	10.78
YGR092W	2.28	9.83
YGR093W	2.31	13.56
YGR096W	2.32	7.48
YGR097W	2.23	8.23
YGR100W	2.35	8.41
YGR101W	2.98	14.62
YGR102C	2.72	12.38
YGR106C	2.69	9.47
YGR107W	2.32	7.17
YGR108W	2.46	8.43
YGR109C	2.43	10.47
YGR110W	2.31	12.97
YGR111W	2.21	9.23
YGR112W	2.71	17.93
YGR117C	2.77	13.75
YGR121C	2.47	7.51
YGR122C-A	2.57	11.71
YGR122W	2.43	9.57
YGR123C	2.1	10.62
YGR124W	2.27	9.6
YGR125W	2.32	8.64
YGR126W	2.4	7.87
YGR127W	2.18	7.3
YGR129W	2.39	7.73
YGR130C	2.4	7.97
YGR131W	2.44	7.6
YGR132C	2.52	8.95
YGR133W	2.06	6.81
YGR134W	2.38	9.72
YGR135W	2.51	10.05
YGR136W	2.36	8.19
YGR137W	2.37	8.55
YGR138C	2.45	7.53
YGR139W	2.26	8.13
YGR141W	2.36	7.78
YGR142W	2.34	7.88
YGR143W	2.33	8.22
YGR144W	2.36	8.45
YGR146C	2.29	7.57
YGR148C	2.58	7.17
YGR149W	2.22	9.2
YGR150C	2.61	15.71
YGR151C	1.89	7.98
YGR152C	2.28	8.3
YGR153W	2.35	7.64
YGR154C	2.28	7.38
YGR157W	2.82	9.47
YGR159C	4.06	6.85
YGR160W	3.16	7.86
YGR161C	2.47	7.13
YGR162W	2.8	15.29
YGR163W	2.62	8.42
YGR164W	2.43	8.91
YGR165W	2.83	16.65
YGR166W	2.51	11.14
YGR168C	1.68	10.52
YGR169C	2.24	8.05
YGR170W	2.21	8.35
YGR171C	2.54	16.02
YGR173W	2.22	9.35
YGR174C	2.39	11.8
YGR176W	2.28	10.18
YGR177C	2.28	8.12
YGR178C	2.52	8.09
YGR181W	2.27	8.87
YGR182C	2.17	9.49
YGR183C	2.66	10.2
YGR184C	2.39	7.85
YGR187C	2.46	7.9
YGR188C	2.92	10.51
YGR189C	2.45	8.41
YGR192C	2.12	10.15
YGR193C	2.2	8.4
YGR194C	2.46	10.08
YGR196C	2.37	11.54
YGR197C	2.2	8.14
YGR199W	2.33	8.45
YGR200C	2.29	8.31
YGR201C	2.7	12.86
YGR202C	2.18	11.33
YGR203W	2.34	7.93
YGR205W	2.18	9.16
YGR206W	2.33	7.37
YGR207C	2.34	8.82
YGR209C	2.29	10.15
YGR210C	2.45	9.65
YGR212W	2.38	9.01
YGR213C	2.4	9.03
YGR214W	2.85	7.06
YGR215W	3.22	13.31
YGR217W	2.09	10.92
YGR219W	2.98	16.07
YGR221C	2.31	8.13
YGR222W	2.51	10.31
YGR223C	2.41	8.31
YGR224W	2.34	11.4
YGR225W	2.39	9.85
YGR226C	2.26	9.05
YGR227W	1.95	9.26
YGR228W	2.51	9.63
YGR230W	2.42	8.57
YGR231C	2.36	8.42
YGR232W	2.52	7.65
YGR233C	2.42	8.22
YGR234W	2.4	8.07
YGR235C	2.26	8.98
YGR236C	2.42	8.26
YGR237C	2.45	8.4
YGR238C	2.32	14.21
YGR239C	2.67	10.74
YGR241C	2.51	8.03
YGR242W	2.27	8.14
YGR243W	2.43	8.11
YGR244C	2.33	8.23
YGR247W	2.32	7.68
YGR248W	2.56	13.29
YGR249W	2.41	7.8
YGR250C	2.46	16.47
YGR252W	2.75	16.41
YGR254W	2.51	11.92
YGR255C	2.6	14.7
YGR256W	2.12	11.41
YGR258C	2.49	11.48
YGR259C	2.32	13.83
YGR260W	2.51	10.58
YGR261C	2.36	10.28
YGR263C	2.31	8.85
YGR266W	2.38	12.8
YGR268C	2.23	9.64
YGR269W	2.55	9.19
YGR270W	2.51	26.83
YGR271W	2.36	9.76
YGR273C	2.62	13.73
YGR275W	2.36	9.85
YGR276C	2.61	13.15
YGR279C	2.79	9.87
YGR281W	2.51	18.97
YGR282C	2.49	11.49
YGR283C	2.55	10.34
YGR284C	2.51	12.08
YGR286C	2.37	8.81
YGR287C	2.51	12.51
YGR288W	2.56	10.53
YGR289C	2.73	13.32
YGR290W	2.48	10.22
YGR291C	2.87	12.79
YGR292W	2.48	13.22
YGR295C	2.51	10.77
YHL002W	2.51	12.17
YHL003C	2.18	9.48
YHL005C	2.53	13.32
YHL006C	2.39	9.51
YHL008C	2.27	9.1
YHL009C	2.57	9.51
YHL010C	2.13	10.1
YHL012W	2.46	9.15
YHL013C	2.16	10.59
YHL014C	2.18	9.64
YHL016C	2.33	9.0
YHL017W	2.16	7.31
YHL019C	2.23	10.21
YHL020C	2.4	10.23
YHL021C	2.19	11.08
YHL022C	2.32	8.18
YHL023C	2.68	23.18
YHL024W	2.38	11.26
YHL026C	2.54	8.74
YHL027W	2.29	10.06
YHL028W	2.33	7.95
YHL029C	2.45	7.88
YHL030W	2.48	10.25
YHL031C	2.06	9.59
YHL032C	2.32	10.67
YHL033C	3.06	6.76
YHL034C	2.23	8.97
YHL035C	2.4	9.13
YHL036W	2.31	10.17
YHL037C	2.19	10.57
YHL038C	2.63	11.79
YHL039W	2.35	10.25
YHL040C	2.55	7.86
YHL041W	2.64	9.16
YHL042W	2.3	10.01
YHL043W	2.25	9.9
YHL044W	2.17	9.43
YHL045W	2.71	8.09
YHL046C	2.39	9.28
YHL047C	2.33	9.81
YHR001W-A	2.23	8.27
YHR003C	2.44	9.96
YHR004C	2.87	8.57
YHR006W	2.46	8.84
YHR008C	2.49	11.06
YHR009C	2.35	10.4
YHR011W	3.07	18.23
YHR012W	2.29	9.71
YHR014W	1.93	9.41
YHR015W	2.25	9.97
YHR016C	2.68	9.78
YHR017W	2.58	10.49
YHR021C	2.51	13.58
YHR021W-A	2.38	9.85
YHR022C	2.31	10.12
YHR025W	2.45	9.72
YHR028C	2.52	13.76
YHR029C	2.22	9.95
YHR030C	2.22	7.95
YHR031C	2.46	8.98
YHR032W	2.6	10.21
YHR033W	2.63	14.02
YHR034C	2.77	8.05
YHR035W	2.16	7.53
YHR037W	2.12	8.92
YHR038W	2.35	7.81
YHR039C	1.94	9.51
YHR043C	2.38	8.57
YHR044C	2.56	10.53
YHR045W	2.5	8.44
YHR046C	2.31	9.09
YHR047C	2.53	9.67
YHR048W	2.24	8.08
YHR049C-A	2.11	7.81
YHR049W	2.13	10.03
YHR050W	2.4	7.18
YHR057C	2.36	9.3
YHR061C	2.22	9.83
YHR064C	2.71	10.76
YHR066W	2.76	8.74
YHR067W	2.82	9.22
YHR073W	2.58	7.66
YHR075C	2.32	10.02
YHR076W	2.21	9.63
YHR077C	3.54	14.1
YHR078W	2.46	7.48
YHR079C	2.41	7.92
YHR079C-A	2.58	10.18
YHR080C	2.35	8.86
YHR081W	3.06	15.01
YHR082C	2.5	11.66
YHR086W	2.35	9.4
YHR087W	2.35	10.01
YHR091C	2.75	18.6
YHR092C	2.12	8.98
YHR093W	2.45	11.35
YHR094C	2.44	9.92
YHR095W	2.26	8.93
YHR096C	2.35	7.39
YHR097C	2.28	7.57
YHR100C	2.55	10.31
YHR103W	2.45	8.77
YHR104W	2.27	9.03
YHR105W	2.33	9.93
YHR106W	2.38	8.49
YHR108W	2.4	8.54
YHR109W	2.28	9.62
YHR110W	2.21	10.2
YHR111W	2.1	11.93
YHR112C	2.34	10.86
YHR113W	2.29	8.54
YHR114W	2.31	8.03
YHR115C	2.18	7.55
YHR116W	2.54	19.6
YHR117W	2.3	12.05
YHR120W	2.55	14.5
YHR121W	2.22	10.08
YHR123W	2.37	9.34
YHR124W	2.24	13.73
YHR125W	2.37	8.96
YHR126C	2.52	8.8
YHR127W	2.44	9.54
YHR129C	3.05	9.62
YHR130C	2.32	8.57
YHR131C	2.48	8.5
YHR132C	2.37	8.91
YHR132W-A	2.4	11.89
YHR133C	2.27	7.96
YHR134W	2.53	8.94
YHR135C	2.38	8.31
YHR136C	2.36	8.59
YHR137W	2.33	8.75
YHR138C	2.37	7.21
YHR139C	2.29	9.06
YHR139C-A	2.28	11.98
YHR140W	2.48	11.24
YHR142W	2.42	9.72
YHR143W	2.28	10.64
YHR146W	2.35	10.82
YHR150W	2.47	7.86
YHR151C	2.42	8.15
YHR152W	2.44	8.69
YHR153C	2.15	8.43
YHR154W	2.3	8.5
YHR155W	2.21	8.37
YHR156C	2.44	8.2
YHR157W	2.36	9.08
YHR158C	2.0	8.16
YHR159W	2.3	8.75
YHR160C	2.3	9.95
YHR161C	2.21	9.65
YHR162W	2.48	10.59
YHR163W	2.14	9.46
YHR167W	2.2	8.39
YHR171W	2.27	10.68
YHR176W	2.53	8.41
YHR179W	2.28	8.5
YHR180W	2.43	10.68
YHR181W	2.39	11.01
YHR182W	2.33	7.78
YHR183W	3.13	9.58
YHR184W	2.2	9.88
YHR185C	2.64	9.72
YHR189W	2.44	9.22
YHR191C	2.66	12.26
YHR193C	2.52	9.97
YHR195W	2.7	6.74
YHR198C	2.25	10.67
YHR199C	2.31	7.75
YHR200W	2.44	9.25
YHR202W	2.51	9.41
YHR203C	2.46	8.9
YHR204W	2.34	7.73
YHR206W	2.44	10.37
YHR207C	2.18	7.74
YHR209W	2.38	9.54
YHR210C	2.21	11.46
YIL001W	2.33	13.32
YIL002C	2.75	9.98
YIL005W	2.55	11.13
YIL006W	2.49	14.3
YIL007C	2.22	12.43
YIL008W	2.63	10.7
YIL009C-A	2.37	12.16
YIL009W	2.39	10.63
YIL010W	2.24	9.51
YIL011W	2.52	11.85
YIL012W	2.51	10.35
YIL013C	2.34	11.34
YIL014C-A	2.37	11.48
YIL014W	2.53	9.79
YIL015W	2.28	8.96
YIL016W	2.59	10.63
YIL017C	2.37	10.75
YIL023C	2.73	10.19
YIL024C	2.22	13.04
YIL025C	2.85	12.55
YIL027C	2.37	9.94
YIL028W	2.19	10.72
YIL029C	2.53	9.64
YIL030C	2.18	13.03
YIL032C	2.56	8.92
YIL034C	2.45	9.52
YIL035C	2.41	10.78
YIL036W	2.39	11.67
YIL037C	2.61	9.33
YIL038C	2.27	10.4
YIL039W	2.04	11.85
YIL040W	2.75	11.12
YIL041W	2.37	11.08
YIL042C	2.48	11.63
YIL043C	2.35	10.01
YIL044C	2.59	10.43
YIL045W	2.39	10.49
YIL047C	2.51	9.41
YIL049W	2.17	11.64
YIL050W	2.7	10.46
YIL052C	2.57	9.5
YIL053W	2.8	10.83
YIL054W	2.48	9.33
YIL055C	2.63	9.32
YIL056W	2.61	10.84
YIL057C	2.47	9.08
YIL058W	2.38	9.58
YIL059C	2.45	9.49
YIL060W	2.44	10.86
YIL064W	2.55	9.95
YIL065C	2.48	11.06
YIL067C	2.31	9.56
YIL070C	2.65	10.58
YIL071C	2.48	10.15
YIL072W	2.41	11.91
YIL073C	2.33	10.82
YIL074C	2.71	13.12
YIL077C	2.5	13.98
YIL079C	2.31	9.36
YIL085C	2.57	10.98
YIL086C	2.48	9.74
YIL087C	2.47	9.97
YIL088C	2.62	9.35
YIL089W	2.37	11.98
YIL092W	2.36	9.96
YIL093C	2.66	9.7
YIL095W	2.3	9.77
YIL096C	2.5	9.34
YIL097W	2.55	10.35
YIL099W	2.31	9.91
YIL100W	2.82	11.21
YIL101C	2.75	8.89
YIL102C	2.3	14.17
YIL103W	2.54	11.52
YIL105C	2.6	12.9
YIL107C	2.61	10.05
YIL108W	2.32	9.57
YIL110W	2.95	10.66
YIL111W	2.61	13.08
YIL112W	2.33	12.58
YIL113W	2.29	11.22
YIL114C	2.55	8.66
YIL117C	2.58	9.96
YIL119C	2.28	10.9
YIL120W	2.25	10.11
YIL121W	2.57	10.91
YIL122W	2.6	13.55
YIL123W	2.19	11.89
YIL124W	2.5	9.19
YIL128W	3.36	16.52
YIL130W	2.33	10.66
YIL131C	2.69	11.24
YIL132C	2.44	12.67
YIL133C	2.4	11.28
YIL134W	2.86	9.6
YIL135C	2.68	11.3
YIL136W	2.54	13.0
YIL137C	2.88	13.4
YIL138C	2.53	10.47
YIL139C	2.44	10.63
YIL140W	2.21	11.44
YIL141W	2.42	10.46
YIL145C	2.51	11.42
YIL146C	2.22	13.56
YIL148W	2.83	15.43
YIL149C	2.21	11.25
YIL152W	2.43	13.21
YIL155C	2.17	11.92
YIL156W	2.37	10.3
YIL157C	2.62	19.88
YIL158W	2.69	13.08
YIL159W	2.46	11.3
YIL160C	2.62	10.9
YIL161W	2.76	10.92
YIL162W	2.51	10.38
YIL163C	2.65	10.92
YIL164C	2.51	10.37
YIL165C	2.49	8.68
YIL166C	2.48	12.02
YIL173W	2.48	12.24
YIR001C	2.5	14.68
YIR002C	2.64	9.08
YIR003W	2.46	9.46
YIR004W	2.17	14.12
YIR005W	3.13	9.66
YIR007W	2.47	9.67
YIR013C	2.42	11.45
YIR014W	2.53	9.33
YIR016W	2.9	10.94
YIR017C	2.51	11.33
YIR018W	2.17	13.57
YIR019C	2.32	10.66
YIR020C	2.33	10.81
YIR020W-A	2.61	10.51
YIR021W	2.39	9.05
YIR023W	2.41	13.83
YIR024C	2.42	11.33
YIR025W	2.75	10.85
YIR026C	2.73	8.69
