Name	Conditionset	Dataset
03_03_27_16:fenpropimorph:4.7:um::::20gen:het_04_01_2:old scanner	8292	12261
03_03_27_22:fenpropimorph:4.7:um::::20gen:het_04_01_2:old scanner	8292	12261
02_10_11_05:fenpropimorph:8:nm::::20gen:het_04_01_2:old scanner	8561	12419
03_09_30_05:ferulic acid:3.95:um::::20gen:het_06_03:new scanner	8562	12420
03_08_27_06:filipin:100:um::::20gen:het_06_03:new scanner	8563	12421
04_05_17_01:FK506:0.05:ug/ml:NaCl:600:mm:20gen:het_06_03:new scanner	652	12167
04_05_17_03:FK506:0.1:ug/ml:NaCl:600:mm:20gen:het_06_03:new scanner	653	12168
04_05_17_04:FK506:0.1:ug/ml:NaCl:600:mm:20gen:het_06_03:new scanner	653	12168
03_12_18_09:FK506:50:um::::20gen:het_06_03:new scanner	654	12169
03_12_18_08:FK506:100:um::::20gen:het_06_03:new scanner	656	12170
03_12_18_10:FK506::::::20gen:het_06_03:new scanner	658	12171
02_09_27_05:floxuridine:3.37:um::::5gen:het_04_01_2:old scanner	789	12231
02_06_05_08:floxuridine:40000:um::::20gen:het_04_01_2:old scanner	8564	12422
02_06_05_07:floxuridine:80000:um::::20gen:het_04_01_2:old scanner	8565	12423
02_09_10_08:floxuridine:80000:um::::20gen:het_04_01_2:old scanner	8565	12423
02_10_22_09:fluconazole:16.3:um::::20gen:het_04_01_2:old scanner	8286	12256
03_03_27_03:fluconazole:31.25:um::::20gen:het_04_01_2:old scanner	8566	12424
03_03_27_09:fluconazole:31.25:um::::20gen:het_04_01_2:old scanner	8566	12424
03_03_27_13:fluconazole:31.25:um:amphotericin:0.31:um:20gen:het_04_01_2:old scanner	8567	12425
03_03_27_14:fluconazole:31.25:um:5-fluorcytosine:15.6:um:20gen:het_04_01_2:old scanner	8568	12426
03_03_27_19:fluconazole:31.25:um:amphotericin:0.31:um:20gen:het_04_01_2:old scanner	8567	12425
03_03_27_20:fluconazole:31.25:um:5-fluorcytosine:15.6:um:20gen:het_04_01_2:old scanner	8568	12426
03_04_04_01:fluconazole:31.25:um::::20gen:het_04_01_2:old scanner	8566	12424
02_08_21_06:fluconazole:32.6:um::::20gen:het_04_01_2:old scanner	8287	12257
02_10_22_10:fluconazole:32.6:um::::20gen:het_04_01_2:old scanner	8287	12257
02_10_02_12:fluconazole:65.3:um:amphotericin:40:um:20gen:het_04_01_2:old scanner	8570	12428
02_10_02_13:fluconazole:65.3:um:amphotericin:20:um:20gen:het_04_01_2:old scanner	8569	12427
02_06_11_02:fluconazole:130.6:um::::20gen:het_04_01_2:old scanner	8289	12258
02_06_28_02:fluconazole:130.6:um::::20gen:het_04_01_2:old scanner	8289	12258
02_09_10_04:flufenamic acid:31.25:um::::20gen:het_04_01_2:old scanner	8571	12429
02_08_27_04:flufenamic acid:62.5:um::::20gen:het_04_01_2:old scanner	8572	12430
02_09_05_01:flunarizine hydrochloride:93.8:um::::20gen:het_04_01_2:old scanner	8573	12431
02_12_18_05:formestane:1000:um::::20gen:het_04_01_2:old scanner	8574	12432
03_08_06_08:fusarubin:250:um::::20gen:het_06_03:new scanner	8575	12433
02_08_16_01:glafenine:1000:um::::20gen:het_04_01_2:old scanner	8576	12434
02_12_18_10:gossypol:1000:um::::20gen:het_04_01_2:old scanner	8577	12435
03_08_21_03:gossypol:1000:um::::20gen:het_06_03:new scanner	8577	12435
03_05_15_01:haloperidol:125:um::::20gen:het_04_01_2:old scanner	8578	12436
03_05_15_02:haloperidol:125:um::::20gen:het_04_01_2:old scanner	8578	12436
03_04_09_05:haloperidol:250:um::::20gen:het_09_02:old scanner	8579	12437
03_04_09_06:haloperidol:250:um::::20gen:het_09_02:old scanner	8579	12437
03_05_15_03:haloperidol:250:um::::20gen:het_04_01_2:old scanner	8579	12437
03_05_15_04:haloperidol:250:um::::20gen:het_04_01_2:old scanner	8579	12437
02_05_09_05:helenine:250:um::::20gen:het_04_01_2:old scanner	8580	12438
02_05_14_02:helenine:250:um::::20gen:het_04_01_2:old scanner	8580	12438
03_01_09_07:helenine:250:um::::20gen:het_04_01_2:old scanner	8580	12438
02_05_16_02:hexestrol:125:um::::20gen:het_04_01_2:old scanner	662	12172
02_12_13_03:hexestrol:125:um::::20gen:het_04_01_2:old scanner	662	12172
02_09_19_09:hexetidine:15.6:um::::20gen:het_04_01_2:old scanner	8581	12439
02_08_09_06:hexetidine:31.25:um::::20gen:het_04_01_2:old scanner	8582	12440
04_10_06_08:HgCl2:7.81:um::::20gen:het_06_03:new scanner	8583	12441
02_10_11_08:hydroxyurea:25000:um::::20gen:het_04_01_2:old scanner	664	12173
01_08_07_02:hydroxyurea:50000:um::::20gen:het_04_01_2:old scanner	792	12232
02_10_11_07:hydroxyurea:50000:um::::20gen:het_04_01_2:old scanner	792	12232
02_10_11_06:hydroxyurea:100000:um::::20gen:het_04_01_2:old scanner	794	12233
01_05_22_06:hygromycin:0.4:um::::5gen:het_04_01_2:old scanner	8584	12442
01_06_05_06:hygromycin:0.4:um::::20gen:het_04_01_2:old scanner	665	12174
01_09_21_01:hygromycin:0.4:um::::20gen:het_04_01_2:old scanner	665	12174
03_08_20_08:idarubicin:15.63:um::::20gen:het_06_03:new scanner	8585	12443
03_07_23_07:indirubin:100:um::::20gen:het_06_03:new scanner	8586	12444
02_05_30_01:ipriflavone:1000:um::::20gen:het_04_01_2:old scanner	8587	12445
02_10_22_12:itraconazole:2.2:um::::20gen:het_04_01_2:old scanner	8588	12446
02_08_21_03:itraconazole:4.4:um::::20gen:het_04_01_2:old scanner	8589	12447
02_10_22_13:itraconazole:4.4:um::::20gen:het_04_01_2:old scanner	8589	12447
03_03_27_02:itraconazole:4.4:um::::20gen:het_04_01_2:old scanner	8589	12447
03_03_27_08:itraconazole:4.4:um::::20gen:het_04_01_2:old scanner	8589	12447
03_03_27_21:itraconazole:4.4:um:fluconazole:31.25:um:20gen:het_04_01_2:old scanner	8590	12448
02_06_06_03:itraconazole:8.8:um::::20gen:het_04_01_2:old scanner	8591	12449
03_03_27_07:itraconazole:8.8:um::::20gen:het_04_01_2:old scanner	8591	12449
03_03_28_01:itraconazole:8.8:um:fluconazole:31.25:um:20gen:het_04_01_2:old scanner	8592	12450
03_03_28_02:itraconazole:8.8:um:amphotericin:0.31:um:20gen:het_04_01_2:old scanner	8593	12451
03_03_28_03:itraconazole:8.8:um:amphotericin:0.62:um:20gen:het_04_01_2:old scanner	8594	12452
03_03_28_04:itraconazole:8.8:um:5-fluorcytosine:15.6:um:20gen:het_04_01_2:old scanner	8595	12453
03_03_28_07:itraconazole:8.8:um:fluconazole:31.25:um:20gen:het_04_01_2:old scanner	8592	12450
03_03_28_08:itraconazole:8.8:um:amphotericin:0.31:um:20gen:het_04_01_2:old scanner	8593	12451
03_03_28_09:itraconazole:8.8:um:amphotericin:0.62:um:20gen:het_04_01_2:old scanner	8594	12452
03_03_28_10:itraconazole:8.8:um:5-fluorcytosine:15.6:um:20gen:het_04_01_2:old scanner	8595	12453
02_06_06_02:itraconazole:17.7:um::::20gen:het_04_01_2:old scanner	8599	12454
02_06_28_01:itraconazole:17.7:um::::20gen:het_04_01_2:old scanner	8599	12454
02_08_21_01:itraconazole:17.7:um::::20gen:het_04_01_2:old scanner	8599	12454
02_09_05_07:itraconazole:17.7:um::::20gen:het_04_01_2:old scanner	8599	12454
02_06_06_01:itraconazole:35.4:um::::20gen:het_04_01_2:old scanner	8600	12455
02_08_21_02:itraconazole:37.6:um::::20gen:het_04_01_2:old scanner	8601	12456
03_08_21_07:juglone:200:um::::20gen:het_06_03:new scanner	8602	12457
04_10_06_09:K2Cr2O7:6.25:um::::20gen:het_06_03:new scanner	8603	12458
02_09_19_05:ketoconazole:0.5:um::::20gen:het_04_01_2:old scanner	8604	12459
01_07_18_04:ketoconazole:1:um::::20gen:het_04_01_2:old scanner	8605	12460
02_09_19_04:ketoconazole:1:um::::20gen:het_04_01_2:old scanner	8605	12460
02_08_09_01:ketoconazole:2:um::::20gen:het_04_01_2:old scanner	8606	12461
01_05_16_05:ketoconazole:11.8:um::::5gen:het_04_01_2:old scanner	8607	12462
04_10_28_16:L-dopa:12.5:ug/ml::::20gen:het_06_03:new scanner	670	12175
04_11_04_03:L-dopa:12.5:ug/ml::::20gen:het_06_03:new scanner	670	12175
02_03_26_03:lapachol:500:um::::20gen:het_04_01_2:old scanner	8608	12463
02_03_26_05:lapachol:1000:um::::20gen:het_04_01_2:old scanner	8609	12464
02_04_16_05:latrunculin:1.8:um::::20gen:het_04_01_2:old scanner	8610	12465
03_12_02_03:latrunculin:1.95:um::::20gen:het_06_03:new scanner	8611	12466
02_04_16_04:latrunculin:2.8:um::::20gen:het_04_01_2:old scanner	8612	12467
03_11_06_04:latrunculin:3.91:um::::20gen:het_06_03:new scanner	8613	12468
02_03_19_02:latrunculin:4.2:um::::5gen:het_04_01_2:old scanner	8614	12469
02_03_19_04:latrunculin:4.2:um::::20gen:het_04_01_2:old scanner	8615	12470
02_03_19_01:latrunculin:6.25:um::::5gen:het_04_01_2:old scanner	8616	12471
03_09_30_02:lawsone:500:um::::20gen:het_06_03:new scanner	8617	12472
03_01_09_02:lefunamide:250:um::::20gen:het_04_01_2:old scanner	8618	12473
02_06_25_11:leucovorin:500:um::::20gen:het_04_01_2:old scanner	8619	12474
02_06_26_12:leucovorin:500:um::::20gen:het_04_01_2:old scanner	8619	12474
02_06_28_05:leucovorin:500:um::::20gen:het_04_01_2:old scanner	8619	12474
04_11_17_11:LiCl:150:mm::::20gen:het_06_03:new scanner	675	12176
04_11_17_12:LiCl:150:mm::::20gen:het_06_03:new scanner	675	12176
04_11_17_16:LiCl:150:mm:FK506:0.1:ug/ml:20gen:het_06_03:new scanner	8620	12475
03_08_27_01:lipoxamycin:0.975:um::::20gen:het_06_03:new scanner	8621	12476
03_01_15_11:lovastatin:62.5:um::::20gen:het_04_01_2:old scanner	8622	12477
02_06_07_01:lovastatin:77.2:um::::20gen:het_04_01_2:old scanner	799	12234
02_06_11_03:lovastatin:77.2:um::::20gen:het_04_01_2:old scanner	799	12234
02_06_06_08:lovastatin:154.5:um::::20gen:het_04_01_2:old scanner	800	12235
03_01_15_10:lovastatin:154.5:um::::20gen:het_04_01_2:old scanner	800	12235
02_09_18_04:mebendazole:500:um::::20gen:het_04_01_2:old scanner	8623	12478
02_12_18_04:mebendazole:1000:um::::20gen:het_04_01_2:old scanner	677	12177
01_09_25_06:mechlorethamine:50:um::::20gen:het_04_01_2:old scanner	8624	12479
03_01_07_08:mechlorethamine:62.5:um::::20gen:het_04_01_2:old scanner	804	12236
03_01_16_09:mechlorethamine:62.5:um::::20gen:het_04_01_2:old scanner	804	12236
03_01_16_10:mechlorethamine:62.5:um::::20gen:het_04_01_2:old scanner	804	12236
02_07_11_05:mechlorethamine:250:um::::20gen:het_04_01_2:old scanner	8625	12480
02_05_09_04:mechlorethamine:500:um::::20gen:het_04_01_2:old scanner	8626	12481
02_05_14_01:mechlorethamine:500:um::::20gen:het_04_01_2:old scanner	8626	12481
03_12_09_01:meclizine hydrochloride:250:um::::20gen:het_06_03:new scanner	8627	12482
02_09_05_03:meclocycline sulfosalicylate:375:um::::20gen:het_04_01_2:old scanner	8628	12483
02_08_15_01:mecysteine hydrochloride:62.5:um::::20gen:het_04_01_2:old scanner	8629	12484
02_09_05_06:mefenamic acid:500:um::::20gen:het_04_01_2:old scanner	8630	12485
03_08_21_05:melphalan:200:um::::20gen:het_06_03:new scanner	8631	12486
03_08_21_06:melphalan:200:um::::20gen:het_06_03:new scanner	8631	12486
03_08_06_11:menadione epoxide:62.5:um::::20gen:het_06_03:new scanner	8632	12487
02_08_15_02:merbromin:62.5:um::::20gen:het_04_01_2:old scanner	8633	12488
02_09_18_06:metampicillin:1000:um::::20gen:het_04_01_2:old scanner	8634	12489
02_05_14_05:metergoline:250:um::::20gen:het_04_01_2:old scanner	8635	12490
01_09_13_02:methotrexate:125:um::::20gen:het_04_01_2:old scanner	8274	12248
02_06_25_01:methotrexate:125:um::::20gen:het_04_01_2:old scanner	8274	12248
02_06_25_04:methotrexate:125:um:leucovorin:500:um:20gen:het_04_01_2:old scanner	8636	12491
03_01_15_03:methotrexate:125:um::::20gen:het_04_01_2:old scanner	8274	12248
03_01_15_04:methotrexate:125:um::::20gen:het_04_01_2:old scanner	8274	12248
03_10_20_06:methotrexate:125:um:5-fluorouracil:38.4:um:20gen:het_06_03:new scanner	8637	12492
03_10_20_07:methotrexate:125:um:5-fluorouracil:19.2:um:20gen:het_06_03:new scanner	8638	12493
03_10_20_09:methotrexate:125:um::::20gen:het_06_03:new scanner	8274	12248
03_10_22_06:methotrexate:125:um:5-fluorouracil:76.8:um:20gen:het_06_03:new scanner	8639	12494
03_11_07_04:methotrexate:125:um:5-fluorouracil:76.8:um:20gen:het_06_03:new scanner	8639	12494
03_11_07_05:methotrexate:125:um:5-fluorouracil:38.4:um:20gen:het_06_03:new scanner	8637	12492
03_11_07_06:methotrexate:125:um:5-fluorouracil:19.2:um:20gen:het_06_03:new scanner	8638	12493
03_11_07_09:methotrexate:125:um::::20gen:het_06_03:new scanner	8274	12248
01_08_14_06:methotrexate:250:um::::20gen:het_04_01_2:old scanner	683	12178
02_05_03_03:methotrexate:250:um::::20gen:het_04_01_2:old scanner	683	12178
02_06_25_02:methotrexate:250:um::::20gen:het_04_01_2:old scanner	683	12178
02_06_25_05:methotrexate:250:um:leucovorin:500:um:20gen:het_04_01_2:old scanner	8640	12495
02_12_12_04:methotrexate:250:um::::20gen:het_04_01_2:old scanner	683	12178
03_01_15_05:methotrexate:250:um::::20gen:het_04_01_2:old scanner	683	12178
03_01_15_06:methotrexate:250:um::::20gen:het_04_01_2:old scanner	683	12178
03_01_24_02:methotrexate:250:um::::20gen:het_04_01_2:old scanner	683	12178
03_01_24_03:methotrexate:250:um::::20gen:het_04_01_2:old scanner	683	12178
03_01_30_01:methotrexate:250:um::::20gen:het_04_01_2:old scanner	683	12178
03_01_30_02:methotrexate:250:um::::20gen:het_04_01_2:old scanner	683	12178
03_02_07_02:methotrexate:250:um::::20gen:het_04_01_2:old scanner	683	12178
03_02_19_11:methotrexate:250:um::::20gen:het_04_01_2:old scanner	683	12178
03_10_20_05:methotrexate:250:um:5-fluorouracil:19.2:um:20gen:het_06_03:new scanner	8641	12496
03_10_20_08:methotrexate:250:um::::20gen:het_06_03:new scanner	683	12178
03_10_22_04:methotrexate:250:um:5-fluorouracil:76.8:um:20gen:het_06_03:new scanner	8642	12497
03_10_22_05:methotrexate:250:um:5-fluorouracil:38.4:um:20gen:het_06_03:new scanner	8643	12498
03_11_07_01:methotrexate:250:um:5-fluorouracil:76.8:um:20gen:het_06_03:new scanner	8642	12497
03_11_07_02:methotrexate:250:um:5-fluorouracil:38.4:um:20gen:het_06_03:new scanner	8643	12498
03_11_07_03:methotrexate:250:um:5-fluorouracil:19.2:um:20gen:het_06_03:new scanner	8641	12496
03_11_07_08:methotrexate:250:um::::20gen:het_06_03:new scanner	683	12178
02_01_23_01:methotrexate:500:um::::15gen:het_04_01_2:old scanner	684	12179
02_06_25_03:methotrexate:500:um::::20gen:het_04_01_2:old scanner	684	12179
02_06_25_06:methotrexate:500:um:leucovorin:500:um:20gen:het_04_01_2:old scanner	8645	12499
03_10_22_01:methotrexate:500:um:5-fluorouracil:76.8:um:20gen:het_06_03:new scanner	8646	12500
03_10_22_02:methotrexate:500:um:5-fluorouracil:38.4:um:20gen:het_06_03:new scanner	8647	12501
03_10_22_03:methotrexate:500:um:5-fluorouracil:19.2:um:20gen:het_06_03:new scanner	8648	12502
03_10_30_05:methotrexate:500:um::::20gen:het_06_03:new scanner	684	12179
03_11_06_13:methotrexate:500:um:5-fluorouracil:76.8:um:20gen:het_06_03:new scanner	8646	12500
03_11_06_14:methotrexate:500:um:5-fluorouracil:38.4:um:20gen:het_06_03:new scanner	8647	12501
03_11_06_15:methotrexate:500:um:5-fluorouracil:19.2:um:20gen:het_06_03:new scanner	8648	12502
03_11_07_07:methotrexate:500:um::::20gen:het_06_03:new scanner	684	12179
03_11_21_09:methotrexate:500:um:5-fluorouracil:19.2:um:20gen:het_06_03:new scanner	8648	12502
03_06_26_02:methotrexate, 30ul total up/dn:250:um::::20gen:het_06_03:old scanner	X	0
03_06_26_05:methotrexate, 60ul total up/dn:250:um::::20gen:het_06_03:old scanner	X	0
02_12_13_05:methoxsalen:500:um::::20gen:het_04_01_2:old scanner	685	12180
02_05_30_04:methoxyvone:1000:um::::20gen:het_04_01_2:old scanner	8649	12503
01_06_05_09:miconazole:0.2:um::::5gen:het_04_01_2:old scanner	8650	12504
01_06_06_01:miconazole:0.2:um::::5gen:het_04_01_2:old scanner	8650	12504
02_06_06_06:miconazole:0.2:um::::20gen:het_04_01_2:old scanner	8285	12255
02_06_28_03:miconazole:0.2:um::::20gen:het_04_01_2:old scanner	8285	12255
01_09_14_04:miconazole:25:nm::::20gen:het_04_01_2:old scanner	807	12237
01_09_18_03:miconazole:25:nm::::20gen:het_04_01_2:old scanner	807	12237
02_09_19_07:miconazole:25:nm::::20gen:het_04_01_2:old scanner	807	12237
01_06_28_07:miconazole:50:nm::::5gen:het_04_01_2:old scanner	8651	12505
01_06_28_08:miconazole:50:nm::::15gen:het_04_01_2:old scanner	8652	12506
01_07_18_05:miconazole:50:nm::::20gen:het_04_01_2:old scanner	686	12181
01_07_24_06:miconazole:50:nm::::15gen:het_04_01_2:old scanner	8652	12506
01_09_18_02:miconazole:50:nm::::20gen:het_04_01_2:old scanner	686	12181
02_08_09_03:miconazole:50:nm::::20gen:het_04_01_2:old scanner	686	12181
02_09_19_02:miconazole:50:nm::::20gen:het_04_01_2:old scanner	686	12181
03_02_19_07:miconazole:50:nm::::20gen:het_09_02:old scanner	686	12181
03_02_19_08:miconazole:50:nm::::20gen:het_09_02:old scanner	686	12181
01_09_14_02:miconazole:100:um::::20gen:het_04_01_2:old scanner	808	12238
01_09_18_01:miconazole:100:um::::20gen:het_04_01_2:old scanner	808	12238
02_06_06_07:miconazole:100:um::::20gen:het_04_01_2:old scanner	808	12238
02_09_19_01:miconazole:100:um::::20gen:het_04_01_2:old scanner	808	12238
03_06_05_01:minimal media::::::-5gen:het_09_02:old scanner	812	12240
03_06_05_02:minimal media::::::0gen:het_09_02:old scanner	8363	12264
03_06_05_03:minimal media::::::0gen:het_09_02:old scanner	8363	12264
03_06_05_04:minimal media::::::5gen:het_09_02:old scanner	810	12239
03_06_05_05:minimal media::::::10gen:het_09_02:old scanner	813	12241
03_06_05_06:minimal media::::::-5gen:het_09_02:old scanner	812	12240
03_06_05_07:minimal media::::::0gen:het_09_02:old scanner	8363	12264
03_06_05_09:minimal media::::::5gen:het_09_02:old scanner	810	12239
03_06_05_10:minimal media::::::10gen:het_09_02:old scanner	813	12241
03_06_06_11:minimal media::::::5gen:het_09_02:old scanner	810	12239
03_06_06_12:minimal media::::::0gen:het_09_02:old scanner	8363	12264
05_05_13_02:mitomycin c:50:um::::20gen:het_06_03:new scanner	8653	12507
02_12_13_02:mitomycin c:1000:um::::20gen:het_04_01_2:old scanner	815	12242
01_09_25_07:mitotane:100:um::::20gen:het_04_01_2:old scanner	8654	12508
03_09_10_09:mitoxanthrone:62.5:um::::20gen:het_06_03:new scanner	8655	12509
01_09_25_05:mitoxanthrone hydrochloride:50:um::::20gen:het_04_01_2:old scanner	8656	12510
02_10_03_02:mitoxanthrone hydrochloride:250:um::::20gen:het_04_01_2:old scanner	8657	12511
04_03_10_10:monastrol:100:um::::20gen:het_06_03:new scanner	8658	12512
05_05_13_13:motuporamine:7.5:um::::20gen:het_06_03:new scanner	8659	12513
05_06_29_11:motuporamine:15:um::::20gen:het_06_03:new scanner	8660	12514
05_08_09_01:motuporamine:15:um::::20gen:het_06_03:new scanner	8660	12514
05_08_12_15:motuporamine:15:um::::20gen:het_06_03:new scanner	8660	12514
04_11_04_02:MPP+:250:ug/ml::::20gen:het_06_03:new scanner	692	12182
04_10_28_15:MPP+:500:ug/ml::::20gen:het_06_03:new scanner	8661	12515
02_12_12_02:mycophenolic acid:125:um::::20gen:het_04_01_2:old scanner	693	12183
02_03_26_01:mycophenolic acid:500:um::::20gen:het_04_01_2:old scanner	8662	12516
05_08_09_03:myriocin:0.15:ug/ml::::20gen:het_06_03:new scanner	8663	12517
04_04_30_01:NaCl:500:mm::::20gen:het_06_03:new scanner	8664	12518
04_05_12_11:NaCl:600:mm::::20gen:het_06_03:new scanner	695	12184
04_11_17_09:NaCl:700:mm::::20gen:het_06_03:new scanner	696	12185
04_11_17_10:NaCl:700:mm::::20gen:het_06_03:new scanner	696	12185
04_11_17_14:NaCl:700:mm:FK506:0.1:ug/ml:20gen:het_06_03:new scanner	8665	12519
04_08_25_03:NaF:10000:um::::20gen:het_06_03:new scanner	697	12186
04_08_25_04:NaF:10000:um::::20gen:het_06_03:new scanner	697	12186
04_08_25_01:NaF:20000:um::::20gen:het_06_03:new scanner	698	12187
04_08_25_02:NaF:20000:um::::20gen:het_06_03:new scanner	698	12187
04_11_16_03:NaF:20000:um::::20gen:het_06_03:new scanner	698	12187
02_08_16_03:nalidixic acid:1000:um::::20gen:het_04_01_2:old scanner	8666	12520
02_08_15_06:naringenin:1000:um::::20gen:het_04_01_2:old scanner	8667	12521
03_08_21_10:neomycin sulfate:100:um::::20gen:het_06_03:new scanner	8668	12522
03_10_20_01:nerol:1000:um::::20gen:het_06_03:new scanner	8669	12523
02_10_02_15:nicardipine hydrochloride:500:um::::20gen:het_04_01_2:old scanner	8670	12524
02_09_18_07:niflumic acid:1000:um::::20gen:het_04_01_2:old scanner	8671	12525
03_01_09_12:nimustine:1000:um::::20gen:het_04_01_2:old scanner	8672	12526
02_10_03_03:nitrendipine:500:um::::20gen:het_04_01_2:old scanner	8673	12527
02_05_09_06:nitromide:1000:um::::20gen:het_04_01_2:old scanner	8674	12528
03_01_09_04:nitromide:1000:um::::20gen:het_04_01_2:old scanner	8674	12528
01_08_31_01:nocodazole:2:ug/ml::::20gen:het_04_01_2:old scanner	8675	12529
01_05_08_02:nocodazole:6.6:um::::15gen:het_04_01_2:old scanner	8676	12530
01_05_15_02:nocodazole:6.6:um::::5gen:het_04_01_2:old scanner	8677	12531
01_09_26_07:nocodazole:6.6:um::::20gen:het_04_01_2:old scanner	8678	12532
01_04_24_03:nocodazole:6.9:um::::15gen:het_04_01_2:old scanner	8679	12533
03_12_09_05:norcantharidin:100:um::::20gen:het_06_03:new scanner	702	12188
03_11_06_06:norcantharidin:2500:um::::20gen:het_06_03:new scanner	703	12189
03_12_09_09:norcantharidin:2500:um::::20gen:het_06_03:new scanner	703	12189
03_12_10_02:norcantharidin:2500:um::::20gen:het_06_03:new scanner	703	12189
02_12_13_13:novobiocin:1000:um::::20gen:het_04_01_2:old scanner	8680	12534
03_07_25_03:novobiocin:1000:um::::20gen:het_06_03:new scanner	8680	12534
03_08_13_12:nsc95397:125:um::::20gen:het_06_03:new scanner	8681	12535
01_07_31_08:nystatin:5:um::::20gen:het_04_01_2:old scanner	822	12243
02_10_03_09:osajin:1000:um::::20gen:het_04_01_2:old scanner	8682	12536
02_10_03_11:oxethazine:250:um::::20gen:het_04_01_2:old scanner	8683	12537
03_08_27_03:PABA:500:um::::20gen:het_06_03:new scanner	8684	12538
02_09_18_08:PABA:1000:um::::20gen:het_04_01_2:old scanner	8685	12539
03_11_06_01:paclitaxel:250:um::::20gen:het_06_03:new scanner	8686	12540
03_12_09_10:paclitaxel:250:um::::20gen:het_06_03:new scanner	8686	12540
04_01_21_08:papuamide B:0.125:ug/ml::::20gen:het_06_03:new scanner	8687	12541
04_01_21_07:papuamide B:0.25:ug/ml::::20gen:het_06_03:new scanner	8688	12542
04_01_21_06:papuamide B:0.37:ug/ml::::20gen:het_06_03:new scanner	826	12244
04_03_02_14:papuamide B:0.37:ug/ml::::20gen:het_06_03:new scanner	826	12244
04_03_02_13:papuamide B:0.7:ug/ml::::20gen:het_06_03:new scanner	827	12245
03_09_30_07:paraquat:2000:um::::20gen:het_06_03:new scanner	8689	12543
03_12_09_15:paraquat:2000:um::::20gen:het_06_03:new scanner	8689	12543
03_12_10_01:paraquat:2000:um::::20gen:het_06_03:new scanner	8689	12543
04_10_28_17:paraquat:5000:um::::20gen:het_06_03:new scanner	710	12190
04_11_04_04:paraquat:5000:um::::20gen:het_06_03:new scanner	710	12190
04_08_26_01:parkinson-inducing peptide:250:um::::20gen:het_06_03:new scanner	711	12191
04_08_26_02:parkinson-inducing peptide:250:um::::20gen:het_06_03:new scanner	711	12191
02_10_03_04:paromomycin sulfate:500:um::::20gen:het_04_01_2:old scanner	8690	12544
02_10_03_15:paroxetine hydrochloride:250:um::::20gen:het_04_01_2:old scanner	8691	12545
02_05_02_01:parthenolide:125:um::::20gen:het_04_01_2:old scanner	8692	12546
02_12_12_01:parthenolide:1000:um::::20gen:het_04_01_2:old scanner	712	12192
02_12_13_01:parthenolide:1000:um::::20gen:het_04_01_2:old scanner	712	12192
02_10_03_13:perillic acid:250:um::::20gen:het_04_01_2:old scanner	8693	12547
03_08_13_01:phenanthroline monohydrochloride:62.5:um::::20gen:het_06_03:new scanner	8694	12548
03_12_09_11:phenolphthalein:250:um::::20gen:het_06_03:new scanner	8695	12549
02_12_18_07:phenothrin:1000:um::::20gen:het_04_01_2:old scanner	8696	12550
02_10_02_07:phenoxybenzamine hydrochloride:500:um::::20gen:het_04_01_2:old scanner	8697	12551
03_08_13_05:phloretin:500:um::::20gen:het_06_03:new scanner	8698	12552
03_07_23_11:phosphatase inhibitor:100:um::::20gen:het_06_03:new scanner	8699	12553
02_10_03_01:pimethixene maleate:125:um::::20gen:het_04_01_2:old scanner	8700	12554
02_10_03_07:pimpinellin:500:um::::20gen:het_04_01_2:old scanner	8701	12555
02_10_02_04:piperidolate hydrochloride:1000:um::::20gen:het_04_01_2:old scanner	8702	12556
02_09_10_03:piperine:250:um::::20gen:het_04_01_2:old scanner	8703	12557
02_09_19_15:piromidic acid:1000:um::::20gen:het_04_01_2:old scanner	8704	12558
03_07_25_07:podophyllotoxin:200:um::::20gen:het_06_03:new scanner	8705	12559
05_05_13_03:potassium disulfite:2500:um::::20gen:het_06_03:new scanner	8706	12560
05_05_19_01:PP1:3:um::::20gen:het_06_03:new scanner	8707	12561
03_07_23_12:PP1:100:um::::20gen:het_06_03:new scanner	8708	12562
05_05_19_02:PP2:3:um::::20gen:het_06_03:new scanner	8709	12563
03_07_23_05:PP2:100:um::::20gen:het_06_03:new scanner	8710	12564
02_07_12_01:prazosin hydrochloride:1000:um::::20gen:het_04_01_2:old scanner	8711	12565
02_10_01_15:proadifen hydrochloride:500:um::::20gen:het_04_01_2:old scanner	8712	12566
02_08_27_01:probucol:1000:um::::20gen:het_04_01_2:old scanner	8713	12567
01_08_14_07:progesterone:250:um::::20gen:het_04_01_2:old scanner	8714	12568
01_08_15_01:progesterone:250:um::::20gen:het_04_01_2:old scanner	8714	12568
01_08_28_06:progesterone:1000:um::::15gen:het_04_01_2:old scanner	8715	12569
02_07_12_04:promazine hydrochloride:125:um::::20gen:het_04_01_2:old scanner	8716	12570
02_07_12_03:promethazine hydrochloride:250:um::::20gen:het_04_01_2:old scanner	8717	12571
02_07_12_02:propiomazine maleate:500:um::::20gen:het_04_01_2:old scanner	8718	12572
04_01_21_04:propyl disulfide:0.49:%::::20gen:het_06_03:new scanner	716	12193
02_09_10_05:protoveratrine B:10000:um::::20gen:het_04_01_2:old scanner	8719	12573
03_08_13_09:psoralen:62.5:um::::20gen:het_06_03:new scanner	718	12194
02_07_19_03:pyrimethamine:1000:um::::20gen:het_04_01_2:old scanner	8720	12574
02_08_22_01:pyrithione zinc:1.95:um::::20gen:het_04_01_2:old scanner	8721	12575
