ORF	hap alpha | growth (exponential growth rate) | EtOH (ethanol [8%]) | Yoshikawa K~Shimizu H, 2009	hap alpha | growth (exponential growth rate) | sodium chloride [1 M] | Yoshikawa K~Shimizu H, 2009	hap alpha | growth (exponential growth rate) | EtOH (ethanol [5%]) | Yoshikawa K~Shimizu H, 2009
YFR040W	0.374	0.367	0.661
YFR041C	0.396	0.465	0.669
YFR043C	0.395	0.452	0.665
YFR044C	0.379	0.434	0.659
YFR045W	0.392	0.450	0.663
YFR046C	0.396	0.398	0.688
YFR047C	0.398	0.433	0.668
YFR048W	0.390	0.453	0.668
YFR049W	0.366	0.442	0.656
YFR053C	0.402	0.495	0.647
YFR054C	0.399	0.453	0.677
YFR055W	0.397	0.443	0.665
YFR056C	0.398	0.451	0.667
YFR057W	0.402	0.447	0.667
YGR219W	0.391	0.453	0.662
YGR221C	0.390	0.458	0.663
YGR223C	0.380	0.426	0.678
YGR224W	0.380	0.434	0.673
YGR225W	0.387	0.445	0.662
YGR226C	0.392	0.448	0.665
YGR227W	0.333	0.470	0.677
YGR228W	0.381	0.457	0.651
YGR229C	0.254	0.431	0.531
YGR230W	0.381	0.459	0.673
YGR231C	0.368	0.450	0.658
YGR232W	0.383	0.482	0.672
YGR233C	0.377	0.451	0.660
YGR234W	0.396	0.454	0.667
YGR235C	0.391	0.432	0.652
YGR236C	0.391	0.450	0.663
YGR237C	0.393	0.352	0.664
YGR240C	0.355	0.353	0.651
YGR241C	0.384	0.438	0.664
YGR242W	0.382	0.439	0.659
YGR243W	0.327	0.470	0.614
YGR244C	0.389	0.467	0.670
YGR247W	0.400	0.457	0.674
YGR249W	0.399	0.438	0.663
YBL001C	0.394	0.444	0.671
YBL002W	0.406	0.459	0.669
YBL003C	0.402	0.451	0.673
YBL005W	0.385	0.432	0.666
YBL006C	0.327	0.465	0.665
YBL007C	0.071	0.366	0.535
YBL008W	0.386	0.404	0.664
YBL009W	0.404	0.445	0.666
YBL010C	0.397	0.442	0.655
YBL011W	0.397	0.454	0.662
YBL012C	0.403	0.455	0.669
YBL013W	0.373	0.427	0.651
YBL015W	0.404	0.466	0.664
YBL016W	0.363	0.455	0.673
YBL017C	0.386	0.442	0.672
YBL022C	0.311	0.434	0.597
YBL024W	0.394	0.441	0.674
YBL027W	0.355	0.432	0.665
YBL028C	0.396	0.466	0.671
YBL029W	0.399	0.457	0.671
YBL036C	0.379	0.465	0.666
YBL037W	0.393	0.443	0.667
YBL038W	0.431	0.450	0.700
YBL039C	0.423	0.466	0.691
YBL042C	0.336	0.449	0.614
YBL043W	0.417	0.468	0.667
YBL044W	0.381	0.461	0.672
YBL045C	0.347	0.430	0.621
YBL046W	0.249	0.456	0.462
YBL047C	0.402	0.437	0.716
YBL048W	0.388	0.427	0.674
YBL049W	0.387	0.418	0.663
YBL051C	0.344	0.349	0.663
YBL052C	0.385	0.411	0.663
YBL053W	0.349	0.450	0.615
YBL054W	0.376	0.460	0.682
YBL055C	0.402	0.414	0.667
YBL056W	0.391	0.450	0.674
YBL057C	0.343	0.453	0.629
YBL058W	0.347	0.495	0.649
YBL059W	0.374	0.445	0.659
YBL060W	0.342	0.474	0.684
YBL061C	0.382	0.461	0.643
YBL062W	0.324	0.451	0.637
YBL063W	0.367	0.433	0.662
YBL064C	0.394	0.450	0.669
YBL065W	0.400	0.430	0.684
YBL066C	0.385	0.447	0.677
YBL067C	0.375	0.482	0.650
YBL068W	0.393	0.445	0.651
YBL069W	0.396	0.452	0.663
YBL070C	0.406	0.459	0.665
YBL071C	0.355	0.428	0.663
YBL072C	0.328	0.429	0.629
YBL075C	0.375	0.444	0.666
YBL078C	0.386	0.446	0.670
YBL079W	0.288	0.404	0.664
YBL080C	0.344	0.449	0.642
YBL081W	0.419	0.466	0.681
YBL082C	0.341	0.488	0.641
YBL083C	0.303	0.509	0.673
YBL085W	0.385	0.427	0.675
YBL086C	0.382	0.461	0.688
YBL087C	0.418	0.476	0.699
YBL088C	0.399	0.481	0.692
YBL089W	0.357	0.442	0.659
YBL090W	0.361	0.457	0.673
YBL091C	0.389	0.473	0.676
YBL094C	0.377	0.451	0.675
YGL002W	0.403	0.458	0.678
YGL003C	0.350	0.465	0.632
YGL004C	0.372	0.474	0.690
YGL005C	0.351	0.410	0.669
YGL006W	0.394	0.455	0.692
YGL007W	0.315	0.471	0.645
YGL010W	0.394	0.457	0.679
YGL012W	0.379	0.285	0.704
YGL013C	0.396	0.450	0.675
YGL014W	0.389	0.417	0.672
YGL015C	0.392	0.462	0.672
YGL016W	0.332	0.310	0.669
YGL019W	0.316	0.346	0.634
YGL021W	0.382	0.445	0.677
YGL024W	0.301	0.367	0.621
YGL025C	0.300	0.342	0.610
YGL026C	0.157	0.437	0.477
YGL027C	0.343	0.429	0.667
YGL028C	0.403	0.448	0.671
YGL031C	0.369	0.429	0.671
YGL032C	0.365	0.436	0.667
YGL033W	0.395	0.439	0.679
YGL034C	0.372	0.392	0.679
YGL035C	0.361	0.403	0.664
YGL036W	0.391	0.445	0.681
YGL037C	0.395	0.421	0.669
YGL039W	0.393	0.433	0.668
YGL041C	0.405	0.450	0.658
YGL042C	0.299	0.361	0.608
YGL043W	0.272	0.385	0.630
YGL045W	0.352	0.301	0.678
YGL046W	0.352	0.350	0.680
YGL049C	0.368	0.454	0.684
YGL050W	0.375	0.436	0.635
YGL053W	0.398	0.446	0.671
YGL054C	0.160	0.451	0.643
YGL056C	0.380	0.449	0.661
YGL057C	0.362	0.461	0.652
YGL058W	0.253	0.423	0.614
YGL059W	0.339	0.454	0.681
YGL060W	0.385	0.435	0.625
YGL062W	0.381	0.451	0.686
YGL063W	0.385	0.447	0.671
YGL064C	0.383	0.435	0.685
YGL066W	0.338	0.426	0.647
YGL067W	0.392	0.459	0.673
YGL070C	0.188	0.335	0.536
YGL071W	0.350	0.445	0.672
YGL072C	0.285	0.469	0.648
YGL076C	0.374	0.446	0.629
YGL077C	0.379	0.439	0.672
YGL078C	0.450	0.471	0.709
YGL079W	0.372	0.436	0.663
YGL080W	0.404	0.447	0.668
YGL081W	0.376	0.441	0.661
YGL082W	0.364	0.458	0.663
YGL083W	0.375	0.466	0.675
YGL084C	0.317	0.487	0.686
YGL085W	0.379	0.451	0.673
YGL086W	0.365	0.443	0.670
YGL087C	0.402	0.423	0.660
YGL089C	0.380	0.420	0.681
YGL090W	0.390	0.451	0.664
YNL241C	0.364	0.424	0.654
YNL235C	0.291	0.455	0.680
YNL233W	0.338	0.429	0.647
YNL229C	0.325	0.498	0.654
YNL228W	0.393	0.324	0.709
YNL226W	0.405	0.467	0.656
YNL224C	0.339	0.356	0.669
YNL218W	0.381	0.404	0.639
YNL217W	0.381	0.448	0.670
YNL215W	0.341	0.456	0.660
YNL214W	0.301	0.441	0.652
YNL212W	0.348	0.409	0.654
YNL211C	0.364	0.398	0.674
YNL210W	0.364	0.393	0.674
YNL206C	0.363	0.373	0.690
YNL205C	0.380	0.420	0.665
YNL204C	0.377	0.449	0.660
YNL202W	0.328	0.369	0.682
YNL203C	0.384	0.398	0.680
YNL201C	0.367	0.362	0.678
YNL200C	0.372	0.455	0.670
YNL199C	0.302	0.363	0.615
YNL198C	0.363	0.463	0.661
YNL197C	0.321	0.374	0.659
YNL196C	0.398	0.468	0.688
YNL195C	0.392	0.340	0.688
YNL194C	0.381	0.368	0.682
YNL193W	0.376	0.435	0.661
YNL191W	0.379	0.330	0.700
YNL190W	0.372	0.481	0.669
YNL187W	0.334	0.386	0.681
YNL183C	0.351	0.358	0.688
YNL180C	0.345	0.348	0.693
YNL179C	0.348	0.381	0.676
YNL177C	0.246	0.436	0.569
YNL176C	0.401	0.455	0.668
YNL175C	0.365	0.439	0.670
YNL173C	0.404	0.465	0.682
YNL168C	0.392	0.339	0.688
YNL167C	0.315	0.434	0.664
YNL160W	0.347	0.391	0.681
YNL157W	0.384	0.459	0.670
YNL155W	0.363	0.483	0.677
YNL154C	0.381	0.433	0.675
YNL148C	0.287	0.522	0.633
YKL191W	0.385	0.447	0.668
YKL197C	0.290	0.447	0.638
YKL198C	0.406	0.425	0.673
YKL199C	0.374	0.444	0.673
YKL200C	0.352	0.376	0.666
YKL205W	0.396	0.455	0.671
YKL206C	0.330	0.427	0.663
YKL207W	0.382	0.438	0.691
YKL211C	0.206	0.383	0.545
YKL212W	0.242	0.350	0.641
YKL213C	0.384	0.443	0.679
YKL214C	0.381	0.454	0.676
YKL216W	0.375	0.463	0.651
YKL217W	0.383	0.469	0.673
YKL218C	0.388	0.459	0.667
YKL221W	0.367	0.473	0.676
YKL222C	0.377	0.388	0.687
YKR001C	0.322	0.218	0.670
YKR003W	0.408	0.433	0.665
YKR005C	0.408	0.330	0.686
YKR006C	0.326	0.453	0.589
YKR007W	0.139	0.418	0.512
YKR009C	0.401	0.449	0.665
YKR011C	0.419	0.443	0.673
YKR012C	0.402	0.453	0.672
YKR013W	0.386	0.335	0.686
YKR014C	0.396	0.410	0.676
YKR015C	0.406	0.449	0.677
YKR016W	0.348	0.453	0.646
YKR017C	0.402	0.441	0.670
YKR018C	0.385	0.427	0.683
YKR020W	0.430	0.459	0.837
YKR021W	0.392	0.451	0.672
YKR024C	0.325	0.557	0.865
YKR026C	0.346	0.460	0.659
YKR030W	0.391	0.450	0.685
YKR031C	0.410	0.335	0.710
YKR032W	0.407	0.470	0.680
YKR033C	0.388	0.458	0.692
YKR035C	0.282	0.449	0.611
YKR042W	0.377	0.367	0.687
YKR043C	0.390	0.456	0.667
YKR044W	0.387	0.473	0.660
YKR045C	0.395	0.429	0.702
YKR047W	0.394	0.479	0.677
YKR048C	0.396	0.462	0.670
YKR049C	0.399	0.381	0.695
YKR050W	0.388	0.447	0.668
YKR051W	0.378	0.452	0.675
YKR052C	0.367	0.374	0.702
YKR054C	0.401	0.460	0.669
YKR056W	0.416	0.456	0.687
YKR057W	0.402	0.496	0.700
YKR058W	0.407	0.450	0.679
YKR059W	0.388	0.455	0.615
YKR060W	0.366	0.393	0.684
YKR061W	0.369	0.447	0.660
YKR064W	0.380	0.438	0.673
YKR065C	0.377	0.448	0.670
YDR242W	0.392	0.438	0.667
YDR245W	0.418	0.438	0.668
YDR247W	0.387	0.363	0.677
YDR248C	0.392	0.439	0.645
YDR249C	0.392	0.436	0.669
YDR250C	0.396	0.448	0.674
YDR251W	0.392	0.442	0.673
YDR252W	0.387	0.434	0.663
YDR253C	0.388	0.459	0.670
YDR254W	0.377	0.434	0.662
YDR255C	0.314	0.428	0.669
YDR256C	0.409	0.451	0.681
YDR257C	0.400	0.444	0.669
YDR258C	0.404	0.425	0.672
YDR259C	0.399	0.419	0.669
YDR260C	0.347	0.440	0.584
YDR261C	0.329	0.316	0.682
YDR262W	0.384	0.437	0.673
YDR263C	0.394	0.448	0.667
YDR264C	0.034	0.095	0.577
YDR265W	0.302	0.453	0.662
YDR266C	0.406	0.401	0.670
YDR268W	0.410	0.441	0.675
YDR270W	0.395	0.423	0.672
YDR272W	0.380	0.430	0.675
YDR273W	0.375	0.448	0.677
YDR274C	0.336	0.458	0.658
YDR275W	0.366	0.457	0.675
YDR276C	0.402	0.288	0.687
YDR277C	0.396	0.454	0.676
YDR278C	0.393	0.440	0.678
YDR279W	0.397	0.452	0.678
YDR281C	0.403	0.444	0.699
YDR282C	0.382	0.459	0.673
YDR283C	0.323	0.511	0.587
YDR284C	0.379	0.437	0.679
YDR285W	0.386	0.462	0.688
YDR286C	0.403	0.469	0.659
YDR287W	0.407	0.455	0.661
YDR289C	0.420	0.413	0.681
YDR291W	0.407	0.440	0.664
YDR293C	0.209	0.484	0.539
YDR294C	0.402	0.434	0.676
YDR295C	0.405	0.406	0.394
YDR297W	0.347	0.315	0.655
YDR300C	0.267	0.634	0.534
YDR304C	0.405	0.471	0.661
YDR305C	0.390	0.456	0.656
YDR306C	0.407	0.450	0.667
YDR307W	0.377	0.446	0.645
YDR309C	0.388	0.460	0.649
YDR310C	0.394	0.488	0.653
YDR312W	0.408	0.469	0.660
YDR313C	0.400	0.403	0.666
YDR314C	0.390	0.460	0.653
YDR315C	0.369	0.432	0.635
YDR316W	0.384	0.425	0.661
YDR317W	0.325	0.372	0.606
YDR318W	0.361	0.433	0.633
YDR319C	0.383	0.452	0.651
YDR320C	0.360	0.451	0.655
YDR321W	0.363	0.440	0.653
YDR322W	0.412	0.385	0.652
YDR323C	0.279	0.298	0.626
YDR329C	0.373	0.479	0.663
YDR330W	0.405	0.461	0.641
YDR332W	0.306	0.338	0.548
YDR333C	0.385	0.487	0.639
YDR334W	0.358	0.435	0.618
YDR335W	0.367	0.432	0.626
YDR336W	0.395	0.474	0.640
YDR337W	0.290	0.453	0.622
YIL001W	0.396	0.426	0.658
YIL002C	0.408	0.400	0.664
YIL005W	0.402	0.470	0.655
YIL011W	0.378	0.473	0.655
YIL012W	0.368	0.486	0.669
YIL013C	0.367	0.440	0.651
YIL014W	0.386	0.439	0.661
YIL015W	0.381	0.354	0.687
YIL016W	0.375	0.398	0.712
YIL017C	0.288	0.283	0.678
YIL020C	0.392	0.489	0.655
YIL023C	0.396	0.450	0.661
YIL024C	0.379	0.422	0.662
YIL025C	0.393	0.461	0.655
YIL027C	0.377	0.480	0.653
YIL028W	0.392	0.508	0.653
YIL029C	0.315	0.303	0.702
YIL032C	0.395	0.458	0.682
YIL034C	0.293	0.386	0.660
YIL035C	0.361	0.398	0.659
YIL036W	0.372	0.407	0.691
YIL037C	0.398	0.466	0.689
YIL039W	0.265	0.330	0.573
YIL040W	0.388	0.432	0.675
YIL041W	0.367	0.312	0.700
YIL043C	0.388	0.471	0.680
YIL044C	0.376	0.364	0.697
YIL045W	0.397	0.491	0.679
YIL049W	0.374	0.448	0.678
YIL050W	0.369	0.441	0.659
YIL053W	0.337	0.149	0.706
YIL057C	0.381	0.461	0.666
YIL064W	0.385	0.421	0.662
YIL065C	0.378	0.308	0.677
YIL072W	0.392	0.450	0.673
YIL073C	0.392	0.447	0.679
YIL076W	0.156	0.241	0.393
YIL077C	0.367	0.353	0.687
YIL079C	0.374	0.462	0.660
YIL084C	0.384	0.478	0.666
YIL086C	0.384	0.443	0.670
YIL087C	0.355	0.303	0.685
YIL088C	0.373	0.452	0.679
YIL093C	0.396	0.458	0.674
YIL095W	0.359	0.438	0.673
YIL096C	0.373	0.479	0.656
YIL097W	0.397	0.419	0.657
YFL006W	0.396	0.424	0.636
YFL011W	0.397	0.463	0.664
YFL015C	0.387	0.399	0.667
YFL018C	0.399	0.494	0.679
YFL020C	0.389	0.448	0.690
YFL021W	0.379	0.453	0.668
YFL023W	0.372	0.422	0.657
YFL025C	0.360	0.548	0.673
YFL026W	0.386	0.463	0.671
YFL027C	0.385	0.442	0.670
YFL028C	0.361	0.465	0.649
YFL030W	0.382	0.440	0.664
YFL031W	0.335	0.447	0.661
YFL032W	0.341	0.486	0.657
YFL034W	0.407	0.482	0.669
YFL035C-B	0.398	0.433	0.675
YFL040W	0.383	0.440	0.672
YFL041W	0.389	0.457	0.671
YFL043C	0.395	0.453	0.667
YFL044C	0.400	0.482	0.695
YFL046W	0.385	0.473	0.675
YFL047W	0.403	0.470	0.680
YFL048C	0.378	0.464	0.678
YFL049W	0.404	0.461	0.678
YFL050C	0.382	0.437	0.663
YOR379C	0.397	0.444	0.683
YFL051C	0.371	0.480	0.696
YFL052W	0.384	0.441	0.652
YFL053W	0.394	0.452	0.673
YFL054C	0.394	0.450	0.684
YFL055W	0.395	0.447	0.676
YFL056C	0.403	0.456	0.662
YFR001W	0.331	0.566	0.838
YFR006W	0.392	0.453	0.665
YFR007W	0.402	0.439	0.676
YFR008W	0.386	0.447	0.661
YFR009W	0.364	0.475	0.608
YFR010W	0.395	0.516	0.661
YFR012W	0.370	0.449	0.665
YFR014C	0.373	0.453	0.668
YFR015C	0.380	0.439	0.671
YFR016C	0.371	0.462	0.663
YFR017C	0.396	0.453	0.673
YFR018C	0.374	0.444	0.667
YFR020W	0.401	0.451	0.682
YFR021W	0.349	0.453	0.600
YFR022W	0.374	0.451	0.661
YFR023W	0.379	0.475	0.669
YFR024C-A	0.384	0.470	0.666
YFR026C	0.383	0.476	0.675
YFR031C-A	0.404	0.463	0.666
YGR256W	0.393	0.427	0.669
YGR259C	0.389	0.367	0.659
YGR260W	0.211	0.350	0.483
YGR261C	0.344	0.479	0.641
YGR263C	0.371	0.459	0.665
YGR266W	0.382	0.446	0.671
YGR268C	0.375	0.422	0.668
YGR269W	0.388	0.471	0.673
YGR270W	0.341	0.453	0.642
YGR275W	0.377	0.447	0.662
YGR279C	0.387	0.459	0.668
YGR281W	0.374	0.419	0.666
YGR282C	0.381	0.470	0.688
YGR283C	0.377	0.411	0.664
YGR284C	0.332	0.492	0.668
YGR285C	0.387	0.151	0.714
YGR286C	0.401	0.446	0.675
YGR287C	0.391	0.476	0.661
YGR288W	0.393	0.465	0.667
YGR290W	0.381	0.416	0.680
YHR021W-A	0.386	0.449	0.672
YHR039C-B	0.229	0.362	0.475
YHR079C-B	0.384	0.464	0.668
YIL009C-A	0.370	0.511	0.696
YIR017C	0.382	0.473	0.676
YIR018W	0.395	0.452	0.672
YIR019C	0.386	0.436	0.681
YIR020C	0.389	0.445	0.672
YIR020W-B	0.391	0.464	0.683
YIR024C	0.379	0.432	0.653
YIR025W	0.395	0.431	0.658
YIR026C	0.499	0.455	0.818
YIR027C	0.403	0.473	0.668
YIR028W	0.391	0.465	0.672
YIR029W	0.391	0.455	0.674
YIR031C	0.409	0.460	0.685
YIR033W	0.413	0.453	0.626
YIR034C	0.393	0.408	0.660
YIR035C	0.392	0.440	0.662
YIR036C	0.385	0.457	0.669
YIR037W	0.379	0.486	0.661
YIR038C	0.394	0.454	0.671
YIR039C	0.381	0.440	0.666
YIR042C	0.392	0.437	0.671
YKL033W-A	0.403	0.456	0.658
YKL162C-A	0.387	0.434	0.666
YKR035W-A	0.295	0.424	0.608
YKR066C	0.350	0.456	0.667
YKR067W	0.383	0.445	0.652
YKR069W	0.378	0.459	0.658
YKR070W	0.384	0.454	0.663
YKR072C	0.366	0.378	0.636
YKR073C	0.361	0.365	0.649
YKR074W	0.430	0.439	0.672
YKR075C	0.411	0.449	0.673
YKR076W	0.375	0.421	0.671
YKR077W	0.372	0.454	0.663
YKR078W	0.378	0.421	0.657
YKR080W	0.411	0.458	0.668
YKR082W	0.299	0.451	0.670
YKR084C	0.336	0.406	0.625
YMR062C	0.380	0.480	0.669
YMR063W	0.350	0.297	0.664
YMR064W	0.308	0.457	0.621
YMR065W	0.392	0.472	0.693
YMR066W	0.408	0.479	0.702
YMR067C	0.376	0.462	0.657
YMR068W	0.393	0.442	0.658
YMR069W	0.379	0.460	0.664
YMR070W	0.253	0.483	0.551
YMR071C	0.387	0.437	0.666
YMR072W	0.291	0.458	0.547
YMR073C	0.409	0.479	0.681
YMR075C-A	0.320	0.432	0.662
YMR075W	0.316	0.449	0.672
YMR077C	0.217	0.254	0.535
YMR078C	0.386	0.391	0.647
YMR080C	0.360	0.389	0.645
YMR081C	0.370	0.385	0.662
YMR082C	0.373	0.449	0.663
YMR083W	0.353	0.428	0.647
YMR084W	0.372	0.427	0.668
YMR085W	0.395	0.429	0.664
YMR086C-A	0.385	0.421	0.653
YMR086W	0.374	0.424	0.655
YMR087W	0.362	0.418	0.634
YMR088C	0.390	0.422	0.676
YMR089C	0.295	0.463	0.568
YMR090W	0.388	0.492	0.690
YMR091C	0.162	0.317	0.415
YMR092C	0.324	0.345	0.690
YNR070W	0.388	0.451	0.649
YNR071C	0.380	0.431	0.652
YNR072W	0.400	0.433	0.663
YNR073C	0.405	0.449	0.676
YNR074C	0.374	0.447	0.656
YNR075W	0.381	0.456	0.661
YOL013W-A	0.412	0.422	0.668
YOL086C	0.768	0.447	0.540
YOL087C	0.349	0.433	0.629
YOL088C	0.379	0.333	0.703
YOL089C	0.414	0.398	0.668
YOL090W	0.372	0.273	0.668
YOL091W	0.369	0.438	0.643
YOL092W	0.402	0.455	0.659
YOL093W	0.358	0.385	0.673
YOL095C	0.322	0.429	0.576
YOL096C	0.353	0.434	0.607
YOL098C	0.369	0.428	0.652
YOL099C	0.387	0.421	0.671
YOL100W	0.396	0.463	0.670
YOL101C	0.382	0.445	0.659
YOL103W	0.388	0.465	0.664
YOL104C	0.389	0.468	0.659
YOL105C	0.321	0.481	0.646
YOL106W	0.384	0.447	0.664
YOL107W	0.365	0.419	0.688
YOL108C	0.397	0.441	0.659
YOL109W	0.387	0.443	0.668
YOL110W	0.386	0.425	0.676
YOL111C	0.339	0.463	0.663
YOL112W	0.388	0.410	0.661
YOL113W	0.408	0.327	0.671
YOL114C	0.380	0.450	0.655
YOL115W	0.303	0.396	0.617
YOL116W	0.377	0.450	0.673
YOL117W	0.396	0.436	0.666
YOL118C	0.385	0.440	0.667
YOL119C	0.389	0.440	0.663
YOL121C	0.405	0.479	0.648
YOL122C	0.399	0.465	0.670
YOL124C	0.396	0.441	0.661
YOL126C	0.383	0.450	0.679
YOL128C	0.362	0.424	0.683
YOL129W	0.331	0.428	0.664
YOL131W	0.386	0.466	0.673
YOL132W	0.412	0.427	0.680
YOL136C	0.404	0.456	0.689
YOL137W	0.389	0.462	0.672
YOL138C	0.359	0.434	0.678
YBR232C	0.386	0.411	0.681
YDR424C	0.384	0.464	0.684
YEL011W	0.406	0.432	0.695
YER064C	0.370	0.419	0.660
YER077C	0.362	0.437	0.655
YER078C	0.356	0.468	0.644
YER088C	0.371	0.453	0.683
YER090W	0.147	0.447	0.397
YER091C	0.401	0.451	0.667
YER092W	0.368	0.447	0.689
YER093C-A	0.394	0.436	0.658
YER095W	0.352	0.403	0.626
YER096W	0.385	0.462	0.681
YER097W	0.386	0.426	0.680
YER098W	0.389	0.429	0.665
YGR134W	0.380	0.482	0.658
YGR210C	0.387	0.439	0.677
YHL024W	0.391	0.431	0.675
YHL025W	0.384	0.289	0.681
YHR016C	0.380	0.447	0.683
YHR017W	0.375	0.457	0.656
YHR032W	0.388	0.442	0.673
YHR045W	0.393	0.426	0.663
YHR064C	0.376	0.094	0.764
YHR140W	0.390	0.411	0.675
YHR162W	0.381	0.401	0.663
YHR168W	0.339	0.452	0.618
YHR181W	0.389	0.454	0.662
YHR191C	0.379	0.427	0.658
YHR193C	0.380	0.444	0.663
YLL030C	0.392	0.451	0.671
YLL044W	0.405	0.463	0.704
YLL048C	0.368	0.442	0.674
YLL049W	0.350	0.436	0.645
YLL059C	0.404	0.450	0.668
YLR030W	0.387	0.439	0.669
YLR031W	0.382	0.434	0.674
YLR032W	0.372	0.453	0.649
YLR034C	0.389	0.450	0.674
YLR035C	0.395	0.431	0.670
YLR036C	0.397	0.448	0.677
YLR037C	0.402	0.441	0.677
YLR038C	0.317	0.447	0.620
YLR039C	0.294	0.429	0.617
YLR040C	0.370	0.450	0.671
YLR041W	0.379	0.446	0.666
YLR050C	0.392	0.450	0.667
YLR052W	0.388	0.462	0.721
YMR142C	0.232	0.478	0.605
YMR158W	0.330	0.457	0.624
YMR171C	0.376	0.449	0.678
YMR181C	0.384	0.459	0.672
YMR209C	0.392	0.420	0.689
YMR271C	0.364	0.438	0.663
YMR279C	0.398	0.440	0.672
YMR306W	0.366	0.422	0.659
YMR311C	0.301	0.465	0.662
YMR312W	0.376	0.326	0.693
YMR313C	0.361	0.407	0.666
YMR315W	0.382	0.425	0.672
YMR316C-A	0.378	0.429	0.667
YMR316C-B	0.377	0.435	0.660
YMR316W	0.390	0.458	0.673
YMR317W	0.382	0.423	0.654
YMR318C	0.392	0.465	0.676
YMR319C	0.374	0.455	0.694
YMR320W	0.379	0.462	0.665
YNL250W	0.327	0.436	0.615
YNL252C	0.331	0.486	0.539
YNL279W	0.380	0.440	0.675
YNL300W	0.383	0.458	0.661
YNL316C	0.383	0.434	0.656
YOL016C	0.382	0.449	0.663
YOR096W	0.287	0.420	0.645
YOR306C	0.385	0.434	0.675
YOR317W	0.363	0.430	0.663
YPL132W	0.304	0.428	0.614
YPL134C	0.380	0.443	0.668
YML124C	0.382	0.446	0.642
YML070W	0.352	0.369	0.686
YML071C	0.359	0.390	0.667
YML074C	0.389	0.429	0.664
YML090W	0.366	0.462	0.651
YML094W	0.239	0.313	0.597
YML095C	0.384	0.455	0.668
YML096W	0.378	0.450	0.672
YML097C	0.385	0.396	0.714
YML099C	0.374	0.445	0.659
YML100W	0.375	0.432	0.657
YML100W-A	0.373	0.448	0.664
YML101C	0.374	0.441	0.674
YML102C-A	0.401	0.465	0.690
YML102W	0.373	0.396	0.701
YML103C	0.278	0.386	0.609
YML104C	0.400	0.439	0.666
YML106W	0.386	0.337	0.659
YML107C	0.378	0.413	0.646
YML108W	0.380	0.447	0.637
YML109W	0.372	0.466	0.672
YML110C	0.288	0.402	0.606
YML111W	0.401	0.465	0.665
YML113W	0.359	0.406	0.668
YML116W	0.403	0.450	0.686
YML117W	0.399	0.485	0.671
YML117W-A	0.386	0.472	0.671
YML118W	0.398	0.450	0.669
YML119W	0.392	0.474	0.673
YML120C	0.404	0.487	0.674
YML121W	0.195	0.457	0.485
YML122C	0.397	0.481	0.678
YML123C	0.407	0.483	0.664
YML128C	0.385	0.440	0.678
YML129C	0.320	0.450	0.638
YML131W	0.383	0.454	0.664
YMR004W	0.342	0.410	0.668
YMR095C	0.401	0.467	0.680
YMR096W	0.430	0.457	0.675
YMR097C	0.328	0.475	0.601
YMR098C	0.340	0.478	0.650
YMR099C	0.407	0.451	0.675
YMR100W	0.381	0.370	0.676
YMR101C	0.372	0.396	0.653
YMR102C	0.397	0.492	0.673
YMR103C	0.390	0.424	0.667
YMR105C	0.357	0.404	0.677
YMR106C	0.406	0.502	0.683
YMR107W	0.405	0.428	0.673
YMR109W	0.408	0.467	0.673
YMR110C	0.401	0.460	0.671
YMR111C	0.410	0.430	0.689
YMR114C	0.404	0.454	0.675
YMR115W	0.385	0.427	0.661
YMR116C	0.348	0.340	0.659
YMR119W-A	0.405	0.468	0.697
YMR120C	0.408	0.466	0.693
YMR121C	0.405	0.488	0.686
YMR122C	0.415	0.455	0.673
YMR123W	0.394	0.480	0.637
YMR124W	0.406	0.419	0.681
YMR125W	0.280	0.385	0.657
YMR126C	0.411	0.327	0.698
YMR127C	0.386	0.452	0.672
YMR129W	0.371	0.456	0.670
YMR130W	0.402	0.476	0.663
YMR132C	0.426	0.464	0.682
YMR133W	0.416	0.469	0.669
YMR135C	0.341	0.457	0.664
YPR006C	0.404	0.451	0.671
YPR009W	0.419	0.449	0.664
YPR012W	0.398	0.440	0.696
YPR014C	0.403	0.457	0.678
YPR015C	0.359	0.461	0.651
YPR017C	0.369	0.480	0.676
YPR018W	0.420	0.462	0.701
YPR020W	0.367	0.436	0.673
YPR027C	0.387	0.437	0.665
YPR028W	0.380	0.438	0.663
YPR029C	0.381	0.429	0.669
YPR030W	0.385	0.441	0.659
YPR032W	0.330	0.092	0.672
YPR036W	0.237	0.377	0.567
YPR038W	0.403	0.472	0.677
YPR039W	0.403	0.473	0.680
YPR040W	0.398	0.518	0.681
YPR042C	0.357	0.421	0.618
YPR044C	0.385	0.439	0.669
YPR045C	0.374	0.434	0.672
YPR046W	0.380	0.449	0.668
YPR047W	0.389	0.443	0.668
YPR049C	0.378	0.463	0.665
YPR051W	0.351	0.346	0.673
YPR052C	0.395	0.444	0.674
YPR053C	0.405	0.431	0.702
YPR054W	0.369	0.405	0.659
YPR057W	0.408	0.451	0.690
YPR058W	0.381	0.408	0.668
YPR059C	0.367	0.430	0.660
YPR060C	0.299	0.332	0.670
YPR061C	0.385	0.446	0.662
YPR062W	0.373	0.409	0.676
YPR063C	0.396	0.431	0.673
YPR065W	0.386	0.446	0.674
YPR066W	0.338	0.428	0.633
YPR068C	0.399	0.422	0.665
YPR069C	0.417	0.396	0.682
