orf	hap a | abundance of caesium (gamma-counter) | caesium chloride [50 uM], Cs-134 [4 kBq/ml] | YPD | Heuck S~Kanter U, 2010	hap a | abundance of strontium (gamma-counter) | strontium dichloride [50 uM], Sr-85 [4 kBq/ml] | YPD | Heuck S~Kanter U, 2010
YKR069W	-0.69	-1.91
YKR070W	-0.51	-1.45
YKR072C	0.11	-1.85
YKR073C	0.93	-0.51
YKR074W	3.45	-0.09
YKR075C	0.21	-0.11
YKR076W	-0.34	-0.71
YKR077W	0.19	-0.46
YKR078W	-0.71	-0.48
YKR080W	-0.93	-1.16
YKR082W	5.63	5.06
YKR084C	0.1	-0.86
YKR085C	0.09	-0.55
YKR087C	-1.54	-2.27
YKR088C	-1.03	-1.56
YKR089C	-1.07	-0.7
YKR090W	-0.28	-0.22
YKR091W	-0.47	-0.41
YKR092C	1.65	0.41
YKR093W	-0.01	-1.1
YKR094C	1.67	4.3
YKR095W	-0.41	-0.57
YKR096W	-0.19	-1.14
YKR097W	-1.27	-1.06
YKR098C	-1.98	-2.34
YKR099W	-0.93	-1.66
YKR100C	-0.25	-0.88
YKR101W	-0.21	-0.02
YKR102W	0.49	-1.31
YKR103W	-0.19	-0.7
YKR104W	0.36	0.07
YKR105C	-0.49	-0.8
YKR106W	0.49	0.48
YLL001W	-0.03	-0.5
YLL002W	-0.8	-0.96
YLL005C	-0.84	-0.84
YLL006W	-1.23	-1.11
YLL007C	0.78	-0.89
YLL009C	-0.38	-0.09
YLL010C	0.55	0.58
YLL012W	0.88	1.21
YLL013C	-0.6	-0.88
YLL014W	-0.58	-0.05
YLL015W	-1.37	-1.25
YLL018C-A	0.41	-0.09
YLL019C	-0.21	0.18
YLL020C	0.61	0.66
YLL021W	0.38	-0.2
YLL023C	-0.5	-0.5
YLL024C	-0.45	-0.54
YLL025W	-0.14	-0.29
YLL026W	0.41	0.03
YLL027W	0.28	1.41
YLL028W	4.46	-3.07
YLL029W	-2.28	1.13
YLL030C	0.97	0.14
YLL032C	0.0	0.79
YLL033W	-0.74	-1.13
YLL038C	-2.6	1.37
YLL039C	-0.1	0.48
YLL040C	-2.6	0.9
YLL041C	-0.93	-0.58
YLL042C	5.65	-2.11
YLL043W	1.08	-2.71
YLL044W	2.85	2.13
YLL045C	3.34	2.91
YLL046C	-0.36	-0.57
YLL047W	-0.48	-0.4
YLL048C	0.41	0.07
YLL049W	0.32	0.1
YLL051C	1.24	1.51
YLL052C	-0.14	-0.12
YLL053C	-1.02	0.33
YLL054C	-0.03	0.4
YLL055W	-0.61	0.26
YLL056C	-0.75	-0.51
YLL057C	-1.23	-1.28
YLL058W	0.02	0.23
YLL059C	0.01	0.61
YLL060C	0.25	0.11
YLL061W	-0.34	-0.97
YLL062C	-0.53	-0.67
YLL063C	-0.4	-0.49
YLR001C	0.0	0.25
YLR003C	-0.05	0.79
YLR004C	-0.03	-0.06
YLR006C	-0.91	0.82
YLR011W	-1.02	-0.82
YLR012C	-0.44	-0.08
YLR013W	0.15	0.01
YLR014C	-0.66	-0.37
YLR015W	1.34	0.35
YLR016C	0.18	-0.14
YLR017W	-0.65	-0.73
YLR018C	1.37	0.99
YLR019W	-1.05	-0.27
YLR020C	0.1	0.1
YLR021W	0.71	1.09
YLR023C	-1.35	-1.31
YLR024C	0.71	-0.06
YLR025W	-0.05	5.0
YLR027C	0.44	3.75
YLR028C	-1.1	-0.18
YLR030W	-0.45	-0.25
YLR031W	-0.44	-0.26
YLR032W	0.98	0.45
YLR034C	-0.23	0.74
YLR035C	-0.45	0.0
YLR036C	-0.48	-0.28
YLR037C	0.38	0.5
YLR038C	1.02	0.06
YLR039C	-0.49	2.16
YLR040C	0.63	1.12
YLR041W	-0.11	0.18
YLR042C	-1.6	-1.08
YLR043C	-1.63	-1.08
YLR044C	0.11	1.59
YLR046C	1.21	-0.5
YLR047C	2.75	-4.15
YLR048W		
YLR049C	-2.56	-2.68
YLR050C	0.26	0.51
YLR052W	-2.18	-1.21
YLR053C	-0.11	0.57
YLR054C	0.33	1.04
YLR055C	0.72	-3.04
YLR056W	4.49	1.77
YLR057W	-0.26	0.15
YLR058C	0.67	0.54
YLR059C	0.74	1.54
YLR061W	-0.41	-0.18
YLR062C	3.27	2.36
YLR063W	1.88	1.65
YLR064W	-0.13	-0.97
YLR065C	-0.29	0.37
YLR067C	-0.18	-1.47
YLR068W		
YLR069C	1.28	0.77
YLR070C	0.17	0.8
YLR072W	0.83	1.09
YLR073C	-1.08	-1.09
YLR074C	2.51	3.57
YLR077W	1.43	2.46
YLR079W	1.88	1.31
YLR080W	0.94	0.08
YLR081W	-2.05	-1.92
YLR082C	-0.6	-0.91
YLR083C	-0.09	1.02
YLR084C	-1.86	-1.41
YLR085C	0.62	2.46
YLR087C	6.99	2.34
YLR089C	-0.83	0.31
YLR090W	-0.09	0.0
YLR091W	-1.44	-1.02
YLR092W	-0.06	0.25
YLR093C	0.07	2.39
YLR094C	-0.16	1.28
YLR095C	2.02	0.9
YLR096W	0.36	0.39
YLR097C	-0.03	0.01
YLR098C	0.36	0.17
YLR099C	-0.77	-0.24
YLR102C	-1.24	-1.18
YLR104W	-2.1	-2.34
YLR107W	0.11	0.31
YLR108C	-0.92	-0.6
YLR109W	-1.32	-0.26
YLR110C	2.88	-0.22
YLR111W	0.77	-1.24
YLR112W	1.18	1.37
YLR113W	-0.84	1.5
YLR114C	2.2	2.37
YLR118C	0.65	-0.15
YLR119W	1.09	4.36
YLR120C	-0.14	0.15
YLR121C	-1.1	-0.81
YLR122C	-1.52	-1.57
YLR123C	-0.43	-0.56
YLR124W	-0.25	-0.63
YLR125W	-0.66	-0.22
YLR126C	1.19	1.56
YLR128W	0.02	0.67
YLR130C	-0.07	0.5
YLR131C	-1.57	-2.05
YLR133W	-0.3	-0.02
YLR134W	-1.16	-0.56
YLR135W	-0.62	-0.27
YLR136C	-0.83	-0.52
YLR137W	-2.29	-2.3
YLR138W	1.64	-4.29
YLR139C	-0.05	-0.94
YLR142W	-0.39	-1.19
YLR143W	-0.19	0.08
YLR144C	-0.52	-0.33
YLR146C	-0.63	-0.44
YLR148W		
YLR149C	-1.53	-0.29
YLR150W	0.41	1.6
YLR151C	-0.95	-0.86
YLR152C	-1.21	-0.75
YLR154C	0.04	-0.28
YLR164W	-2.72	-2.56
YLR165C	-2.07	-2.35
YLR168C	0.27	0.7
YLR169W	-4.33	0.38
YLR170C	-3.93	-0.09
YLR171W	-3.83	-0.07
YLR172C	-1.22	-0.82
YLR173W	-2.18	-2.16
YLR174W	-0.73	-1.64
YLR176C	0.59	-0.55
YLR177W	0.4	-0.52
YLR178C	-0.07	-0.44
YLR179C	0.34	0.03
YLR180W	0.74	0.99
YLR181C	-0.88	-1.59
YLR182W		
YLR183C	0.12	-0.3
YLR184W	1.08	-2.74
YLR185W	1.72	1.4
YLR187W	0.08	-0.49
YLR188W	-1.12	-1.72
YLR189C	-0.18	-0.79
YLR190W	0.47	-0.22
YLR191W	0.3	1.54
YLR192C	5.14	4.76
YLR193C	1.8	3.03
YLR194C	0.55	0.19
YLR199C	-0.71	-0.87
YLR200W	1.99	0.7
YLR201C	-2.03	-1.85
YLR202C	-0.92	-1.09
YLR203C	-0.39	-0.35
YLR204W	-0.21	-0.75
YLR205C	-0.24	-0.43
YLR206W	-1.32	-1.3
YLR207W	0.85	0.6
YLR209C	2.67	-1.72
YLR210W	0.93	0.55
YLR211C	-0.65	-1.76
YLR213C	0.13	-0.2
YLR214W	-0.4	-1.26
YLR216C	0.31	-1.8
YLR217W	0.9	-0.71
YLR218C	0.31	0.2
YLR219W	0.1	0.16
YLR220W	0.79	-0.38
YLR221C	0.04	0.02
YLR224W	1.12	-0.15
YLR225C	-0.36	-0.25
YLR226W		
YLR227C	-0.41	-0.39
YLR228C	0.86	1.07
YLR231C	-0.03	-0.08
YLR232W	1.34	1.74
YLR233C	-1.0	-1.46
YLR234W	0.27	1.14
YLR235C	2.57	2.34
YLR236C	-1.65	0.43
YLR237W	-0.36	-1.08
YLR238W	-1.31	-0.74
YLR239C	-1.94	-2.26
YLR240W		
YLR241W	-0.52	-0.38
YLR242C	4.99	0.54
YLR244C		
YLR246W	0.71	0.47
YLR247C	0.45	1.51
YLR248W	-0.28	0.34
YLR250W	0.9	0.66
YLR251W	-0.5	0.07
YLR252W	-0.39	0.71
YLR253W	1.5	2.83
YLR254C	-0.33	-0.14
YLR255C	-0.6	-0.13
YLR257W	0.04	-0.14
YLR258W	-1.43	-2.53
YLR260W		
YLR261C	-0.64	1.9
YLR262C	0.03	3.55
YLR262C-A	0.54	0.91
YLR263W	-0.35	-0.13
YLR264W	-0.08	6.77
YLR265C	-0.2	-1.06
YLR266C	0.54	0.84
YLR267W	0.03	-0.42
YLR268W	-3.89	-1.91
YLR269C	-1.76	0.46
YLR270W		
YLR271W	-2.04	-2.2
YLR273C	-0.86	-1.26
YLR278C	-2.21	-2.33
YLR279W	-0.26	-0.74
YLR280C	-0.13	-0.76
YLR281C	0.28	0.06
YLR282C	-0.48	-1.61
YLR283W	-0.62	-0.86
YLR284C	-0.81	-0.91
YLR285W	0.05	0.57
YLR286C	1.09	0.83
YLR287C	0.05	-0.28
YLR287C-A	0.15	2.06
YLR288C	-1.47	0.89
YLR289W	-0.37	1.2
YLR290C	-0.93	-1.21
YLR292C	1.65	0.29
YLR294C	0.6	0.11
YLR295C	-1.48	-1.46
YLR296W	-0.27	-0.96
YLR297W	-0.56	-1.34
YLR299W	-0.23	-0.52
YLR300W	-0.07	-0.43
YLR303W	-0.46	-0.94
YLR304C	-1.37	1.93
YLR306W	1.17	-0.38
YLR307W	0.35	-0.27
YLR308W	-1.11	-1.59
YLR309C	-1.39	-2.1
YLR311C	-1.19	-1.82
YLR312C	-0.98	-1.17
YLR312W-A	0.25	0.14
YLR313C	-0.59	-1.69
YLR315W	0.3	0.05
YLR318W	-1.04	-1.89
YLR319C	0.87	-0.57
YLR320W		
YLR322W	-1.36	8.29
YLR324W	-0.54	-0.82
YLR325C	0.63	-1.35
YLR326W	-1.15	-1.79
YLR327C	-1.83	-2.32
YLR328W	-0.87	-1.56
YLR329W	0.34	-0.8
YLR330W	1.63	3.59
YLR331C	0.34	-0.29
YLR332W	1.23	0.67
YLR333C	-0.51	0.35
YLR334C	0.6	0.08
YLR335W	0.37	-0.53
YLR337C	0.01	3.83
YLR338W	0.39	-0.96
YLR341W	-0.33	-0.72
YLR342W	1.41	0.49
YLR343W	-0.73	-0.99
YLR344W	-1.3	-1.42
YLR345W	-0.66	-1.26
YLR346C	0.08	0.17
YLR348C	1.1	0.88
YLR349W	-0.39	-0.57
YLR350W	-1.53	2.48
YLR351C	0.89	0.38
YLR352W	0.6	0.27
YLR353W	0.17	-0.22
YLR354C	0.98	0.34
YLR356W	-0.32	-0.73
YLR357W		
YLR358C	-1.51	-2.06
YLR360W	-2.59	5.55
YLR361C	-1.56	0.46
YLR362W	-1.69	-2.34
YLR363C	-0.13	-0.11
YLR364W	0.04	-0.69
YLR365W	0.77	0.59
YLR366W	2.47	4.2
YLR367W	2.05	3.38
YLR368W	0.18	-0.37
YLR369W		
YLR370C	-0.42	-0.3
YLR371W	-0.01	-3.49
YLR372W	4.29	0.14
YLR373C	0.87	1.9
YLR374C	-0.73	2.35
YLR375W	0.15	-0.22
YLR376C	-0.74	-1.27
YLR377C	0.04	-0.07
YLR380W	0.92	-0.13
YLR381W	0.68	0.17
YLR382C	-0.265	-0.8300000000000001
YLR384C	-1.8	-2.33
YLR385C	1.14	1.0
YLR386W	2.43	3.25
YLR387C	0.95	-0.06
YLR388W	0.51	2.42
YLR389C	-0.62	-1.13
YLR390W	-0.42	-0.35
YLR390W-A	-1.275	-1.7
YLR392C	-1.68	-2.1
YLR393W	1.72	1.79
YLR394W	0.27	0.46
YLR395C	1.32	0.65
YLR396C		
YLR398C	1.85	1.48
YLR399C		
YLR400W	0.82	0.85
YLR401C	0.45	0.02
YLR402W	1.41	-1.84
YLR403W		
YLR404W	0.71	-1.36
YLR405W	0.75	-0.27
YLR406C		
YLR407W	1.74	3.34
YLR408C	-1.53	-1.96
YLR410W	-0.95	-1.36
YLR412W	2.61	-0.12
YLR413W	0.87	-0.17
YLR414C	1.1	3.71
YLR415C	0.66	-0.14
YLR416C	0.63	0.54
YLR417W	1.34	6.49
YLR418C	-1.4	-0.53
YLR420W	1.6	2.85
YLR421C	-0.59	-1.06
YLR422W	0.55	1.17
YLR423C	3.75	-1.25
YLR425W	-1.18	-2.75
YLR426W	-1.04	-1.71
YLR427W	-1.32	-1.63
YLR428C	-0.66	-1.07
YLR429W	2.41	1.59
YLR431C	1.16	-1.96
YLR432W	-0.59	-0.8
YLR433C	0.87	0.96
YLR434C	1.68	3.25
YLR435W	-2.12	-2.58
YLR436C	0.34	-2.25
YLR437C	0.77	0.53
YLR438W	-1.28	-1.71
YLR439W	-2.02	-2.2
YLR441C	-1.79	-0.66
YLR442C	-0.74	-0.81
YLR443W	-1.3	-1.43
YLR444C	1.13	0.32
YLR445W	-0.17	-0.17
YLR446W	-0.27	1.24
YLR447C	-1.31	-2.52
YLR448W	-0.65	-1.52
YLR449W	0.75	1.47
YLR450W	0.96	2.74
YLR451W	-0.26	-1.38
YLR452C	0.58	-3.87
YLR453C	1.35	1.6
YLR454W	-0.51	-0.53
YLR455W	0.01	-0.53
YLR456W	0.97	0.87
YLR460C	-0.65	-0.64
YLR461W	0.31	0.07
YML001W	-0.44	4.83
YML002W	-0.85	-0.14
YML003W	-0.86	-1.11
YML004C	-0.51	-0.74
YML005W	-1.75	-1.96
YML006C	0.6	-0.76
YML007W	0.24	0.36
YML008C	3.1	4.59
YML009C	0.505	0.19000000000000003
YML009C-A	0.14	0.74
YML009W-B		
YML011C	0.85	1.82
YML012C-A	0.74	5.58
YML012W	0.06	-1.22
YML013W	-0.43	0.72
YML014W	1.2	-1.7
YML016C	1.45	4.03
YML017W	-1.52	-1.31
YML018C	0.57	0.18
YML019W	-1.34	-1.23
YML020W	0.04	0.3
YML021C	1.24	2.43
YML022W	3.28	5.59
YML024W		
YML026C	-0.67	2.63
YML027W	-0.74	-0.28
YML028W	0.06	0.27
YML029W	-0.29	-0.3
YML030W	0.64	-0.05
YML032C	1.9	1.62
YML034C-A	-0.3	-0.87
YML034W	0.05499999999999999	-0.595
YML035C	1.135	0.575
YML036W	-2.05	-2.42
YML037C	-0.1	0.1
YML038C	0.89	0.24
YML041C	0.68	2.22
YML042W	-0.25	-0.19
YML047C	-1.29	-1.81
YML047W-A	-0.12	-0.9
YML048W	-1.61	-1.76
YML050W	-0.93	-1.2
YML051W	-0.39	-0.85
YML052W	-1.52	-0.86
YML053C	0.15	0.61
YML054C	-0.78	-0.61
YML055W	0.79	1.6
YML056C	-1.01	-1.25
YML057C-A	-1.84	-2.27
YML057W	-0.72	-1.05
YML058W	-1.77	-1.97
YML059C	-1.69	-2.29
YML060W	-1.67	-2.04
YML061C	0.64	1.86
YML062C	-1.08	-0.54
YML063W		
YML066C	0.42	-1.29
YML067C	-1.4	-2.25
YML068W	-0.96	-1.24
YML070W	0.01	-0.36
YML071C	-0.24	0.26
YML072C	0.04	0.41
YML073C	5.16	6.55
YML074C	-1.32	-1.0
YML075C	-2.55	-2.52
YML076C	-0.29	-0.29
YML078W	-1.15	-1.35
YML079W	-0.23	-0.17
YML080W	0.39	-0.35
YML081C-A	0.11	-0.47
YML081W	0.6	-0.8
YML082W	-0.5	-1.52
YML083C	-0.3	-1.22
YML084W	-0.73	-1.47
YML086C	-0.295	0.66
YML087C	-1.16	-1.86
YML088W	0.29	0.0
YML089C	-1.08	-1.31
YML090W	0.47	0.17
YML094C-A	-1.04	-2.48
YML094W	-3.51	-3.85
YML095C	-1.27	-1.44
YML096W	-0.09	0.96
YML097C	-1.85	2.1
YML099C	-1.35	-1.72
YML100W	-0.84	-1.03
YML100W-A	-0.46	-0.86
YML101C	0.09	0.06
YML101C-A	1.58	3.97
YML102W	2.68	6.16
YML103C	2.21	0.7
YML104C	-0.31	0.43
YML106W	0.17	-0.6
YML107C	0.3	-0.74
YML108W	0.55	-0.52
YML109W	-1.17	-1.7
YML110C	0.07	1.15
YML111W	-0.19	-1.38
YML112W	1.23	2.18
YML113W	0.64	1.75
YML115C	-1.74	-2.67
YML116W	0.7	0.5
YML116W-A	1.54	2.22
YML117W	0.77	0.93
YML118W	1.42	1.56
YML119W	1.99	1.74
YML120C	-0.8	-0.83
YML121W	-1.33	-2.54
YML122C	-0.73	-1.36
YML123C	-1.36	-2.82
YML124C	-0.28	-0.48
YML128C	0.25	-0.14
YML129C	0.93	1.15
YML131W	1.42	1.25
YMR002W	-0.69	-0.57
YMR003W	-0.17	-0.29
YMR004W	0.87	0.44
YMR006C	-0.78	-0.71
YMR007W	-0.64	-1.61
YMR008C	-1.87	-2.66
YMR009W	-0.17	-0.59
YMR010W	-2.58	-1.3
YMR011W	-0.08	-0.15
YMR012W	-0.2	-0.25
YMR014W	-0.18	-1.33
YMR015C	3.5	0.31
YMR016C	1.25	-1.19
YMR017W	-0.27	0.3
YMR018W	-0.48	0.03
YMR019W	-0.84	-0.59
YMR020W	-0.09	0.06
YMR021C	-0.18	-0.93
YMR022W	-1.19	-1.77
YMR023C	-0.07	-0.21
YMR024W	-0.45	-0.57
YMR025W	0.05	-0.4
YMR026C	-0.06	0.53
YMR027W	0.05	0.05
YMR029C	-1.84	-1.62
YMR030W	-0.81	-0.08
YMR031C	0.72	0.14
YMR031W-A	4.19	1.07
YMR032W	2.72	-2.5
YMR034C	-0.18	0.49
YMR035W	0.7	-0.03
YMR036C	-0.31	-0.85
YMR037C	-0.77	-1.47
YMR038C	-0.17	-1.94
YMR039C	1.15	2.56
YMR040W	-0.49	-0.78
YMR041C	-0.42	-0.19
YMR042W	-0.24	-0.53
YMR044W	0.39	0.39
YMR048W	2.17	2.1
YMR052C-A	-1.42	-0.97
YMR052W	-0.78	-0.34
YMR053C	-0.94	0.87
YMR054W	-5.16	1.76
YMR055C	0.47	1.1
YMR056C	0.14	0.42
YMR057C	-0.29	0.15
YMR058W	-0.5	-0.83
YMR060C	-1.89	-2.19
YMR062C	1.1	0.97
YMR063W	2.03	-0.17
YMR064W	0.61	0.14
YMR065W	0.95	1.55
YMR066W	2.42	1.32
YMR067C	-0.83	-1.51
YMR068W	1.56	0.98
YMR069W	0.57	0.91
YMR070W	-1.4	-1.9
YMR071C	1.52	-1.35
YMR072W	-0.24	-0.95
YMR073C	1.43	-0.87
YMR074C	-0.63	-0.85
YMR075C-A	0.67	1.12
YMR075W	0.69	1.86
YMR077C	-0.15	4.69
YMR078C	-1.75	-1.87
YMR080C	0.94	0.36
YMR081C	-0.18	-1.07
YMR082C	0.09	0.1
YMR083W	2.02	1.88
YMR084W	1.59	0.02
YMR085W	0.51	0.2
YMR086C-A	0.23	1.15
YMR086W	0.33	0.85
YMR087W	0.64	0.67
YMR088C	0.94	1.49
YMR089C	0.78	0.76
YMR090W	0.04	-0.21
YMR091C	-0.44	5.01
YMR092C	-0.63	-1.22
YMR095C	1.18	1.18
YMR096W	1.5	2.21
YMR097C	0.7	1.64
YMR098C	1.26	0.53
YMR099C	1.24	1.83
YMR100W	0.24	0.27
YMR101C	-0.28	0.17
YMR102C	-0.14	0.25
YMR103C	0.22	0.23
YMR104C	-0.54	-1.35
YMR105C	-0.58	-0.44
YMR106C	-1.07	-1.07
YMR107W	-1.78	-1.95
YMR109W	2.03	0.97
YMR110C	1.61	0.57
YMR111C	0.97	1.43
YMR114C	-1.25	-1.2
YMR115W	-0.02	-0.63
YMR116C	2.75	-0.08
YMR118C	-0.32	-1.09
YMR119W	-0.14	-0.2
YMR119W-A	-0.93	-0.6
YMR120C	0.69	0.15
YMR121C	-0.04	-0.07
YMR122C	0.53	0.53
YMR123W	-2.75	-3.33
YMR124W	-1.58	-1.65
YMR125W	0.63	1.38
YMR126C	4.09	1.77
YMR127C	0.9	0.29
YMR129W	0.3	0.84
YMR130W	-0.8	-1.47
YMR132C	-1.44	-2.08
YMR133W	-1.4	-1.77
YMR135C	-1.85	0.23
YMR135W-A	0.24	1.16
YMR136W	1.42	-0.11
YMR137C	1.01	1.52
YMR138W	0.45	0.41
YMR139W	1.8	4.06
YMR140W	-0.8	-0.74
YMR141C	0.36	1.05
YMR142C		
YMR143W	0.67	2.34
YMR144W	1.28	1.76
YMR145C	1.3	-0.85
YMR147W	-0.37	-0.01
YMR148W	-1.0	-1.28
YMR150C	-0.2	0.47
YMR151W	-0.07	-0.11
YMR152W	-0.21	-0.56
YMR153C-A	1.86	1.84
YMR153W	0.38	0.96
YMR154C	-0.28	-1.85
YMR155W	-0.54	-0.01
YMR156C	-0.65	-0.53
YMR157C	0.82	1.48
YMR158C-A	-0.25	0.21
YMR158W	2.42	1.61
YMR158W-B	4.7	-2.19
YMR159C	3.17	-2.21
YMR160W	0.06	0.6
YMR161W	-0.03	1.14
YMR162C	0.29	-1.54
YMR163C	-0.01	0.31
YMR164C	0.2	0.46
YMR166C	1.08	2.39
YMR167W	-0.14	0.56
YMR169C	0.665	0.83
YMR170C	-0.54	-0.35
YMR171C	-1.83	-0.05
YMR172C-A	-0.29	-0.09
YMR172W	-0.62	-0.47
YMR173W	0.3	0.28
YMR173W-A	0.37	0.97
YMR174C	1.5499999999999998	2.135
YMR175W	0.47500000000000003	1.175
YMR176W	0.65	1.64
YMR177W	-0.72	-0.39
YMR178W	-0.72	-0.46
YMR179W	0.3	-0.75
YMR180C	-0.67	-1.48
YMR181C	-1.83	-1.87
YMR182C	-0.56	-1.09
YMR183C	-1.2	0.18
YMR184W	-1.89	-1.94
YMR185W	1.45	-0.01
YMR186W	1.83	1.36
YMR187C	-0.96	-1.12
YMR188C	0.1	0.69
YMR189W	-0.91	-0.55
YMR190C	-0.43	-0.91
YMR191W	0.010000000000000009	0.72
YMR192W	-0.74	-0.46
YMR193C-A	2.21	1.16
YMR193W	-0.13	-1.17
YMR194C-A	-0.43	-0.5
YMR194W	2.17	1.52
YMR195W	-0.25	-0.57
YMR196W	-1.41	-1.68
YMR198W	-0.965	1.555
YMR199W	0.46	0.33
YMR201C	-0.17	-0.19
YMR202W	-2.94	6.55
YMR204C	-0.93	-0.82
YMR205C	1.15	0.0
YMR206W	-1.49	-1.15
YMR207C	-0.82	0.86
YMR209C	0.0	-0.7
YMR210W	-1.2	-1.62
YMR214W	-0.25	-0.59
YMR215W	-0.43	-0.52
YMR216C	-2.33	0.49
YMR219W	1.9	0.52
YMR221C	-1.05	-0.42
YMR222C	-0.28	-0.44
YMR223W	-0.7	-1.74
YMR224C	0.71	-1.08
YMR225C	-0.79	-0.85
YMR226C	-1.18	-2.07
YMR228W	-0.01	-0.06
YMR230W	2.95	6.79
YMR231W		
YMR232W	-0.22	0.05
YMR233W	0.42	0.4
YMR234W	1.26	1.48
YMR237W	1.06	1.65
YMR238W	1.05	0.18
YMR241W	0.35	0.55
YMR242C		
YMR243C	-0.05	-0.55
YMR244C-A	-0.1	-0.28
YMR244W	-0.42	-0.3
YMR245W	-0.75	-0.95
YMR246W	-1.1	-0.92
YMR247C	-0.33	0.54
YMR250W	0.46	0.68
YMR251W	0.92	0.61
YMR251W-A	1.45	1.67
YMR252C	0.65	0.75
YMR253C	0.79	1.86
YMR254C	0.37	0.47
YMR255W	0.01	-0.07
YMR256C	-0.89	-0.23
YMR257C	0.56	0.91
YMR258C	-1.25	-1.19
YMR259C	-1.49	-1.29
YMR261C	-0.4	-0.7
YMR262W	-0.37	-0.17
YMR263W	2.74	-0.54
YMR264W	0.76	0.81
YMR265C	1.83	1.76
YMR266W	1.23	1.58
YMR267W	0.88	3.11
YMR269W		
YMR271C	-0.04	-0.21
YMR272C	-1.31	-0.15
YMR273C	-0.13	-0.55
YMR274C	-2.19	-1.59
YMR275C	-1.06	-0.82
YMR276W	-1.0	-0.6
YMR278W	-0.51	-1.91
YMR279C	-1.37	-1.27
YMR280C	-0.61	-0.32
YMR282C	-0.28	-0.78
YMR283C	-0.41	0.59
YMR284W	2.0	1.03
YMR285C	1.77	1.36
YMR286W	0.98	0.41
YMR287C	0.67	-0.1
YMR289W	0.88	1.03
YMR291W	0.99	0.78
YMR292W	-0.58	0.82
YMR293C	0.32	0.26
YMR294W	0.15	0.27
YMR294W-A	0.05	-0.13
YMR295C	-0.89	-0.55
YMR297W	-0.47	-0.41
YMR299C	-0.68	-0.54
YMR300C	0.07	0.3
YMR302C	-0.45	-0.31
YMR303C	-0.09	1.04
YMR304C-A	0.91	0.38
YMR304W	3.75	-0.02
YMR305C	0.37	0.87
YMR306C-A	0.95	1.5
YMR306W	1.0	1.6
YMR307W	6.79	2.63
YMR310C	1.26	-0.08
YMR311C	1.58	1.87
YMR312W	0.84	0.73
YMR313C	-0.48	-0.41
YMR315W	0.41	1.02
YMR316C-A	0.02	-0.61
YMR316C-B	0.01	0.01
YMR316W	0.18	1.01
YMR317W	-0.56	-1.05
YMR318C	-0.06	-0.43
YMR319C	-0.61	-1.0
YMR320W	-0.45	-0.82
YMR322C	0.25	0.28
YMR326C	1.89	1.69
YNL001W	2.52	1.88
YNL003C	0.18	-0.53
YNL004W	-0.56	-1.28
YNL005C	1.84	2.48
YNL008C	-1.12	-1.54
YNL009W	0.26	1.17
YNL010W	1.12	1.27
YNL011C	-0.54	-0.86
YNL012W	0.39	0.44
YNL013C	-0.26	-0.56
YNL014W	-1.17	-1.56
YNL015W	2.14	0.27
YNL016W	1.61	2.54
YNL020C	-0.98	-1.63
YNL021W	-1.72	-1.51
YNL022C	-0.65	-0.75
YNL023C	-0.16	0.57
YNL024C	-0.31	-0.79
YNL025C	-0.59	1.15
YNL027W	-0.3	-0.01
YNL028W	0.36	1.36
YNL029C	0.01	0.83
YNL030W	1.38	1.8
YNL031C	0.23	-0.16
YNL032W	-0.68	2.35
YNL034W	0.01	-0.89
YNL035C	-0.21	-0.94
YNL037C	2.78	1.21
YNL040W	1.84	0.95
YNL041C	-1.01	-0.52
YNL043C	-0.55	-1.15
YNL044W	1.71	0.92
YNL045W	0.11	0.17
YNL046W	0.95	1.07
YNL047C	-2.77	-2.79
YNL049C	0.12	1.35
YNL050C	-0.84	-0.77
YNL051W	0.13	0.35
YNL052W	-1.91	-2.2
YNL053W	1.52	1.07
YNL054W	0.21	-0.59
YNL055C	-0.42	0.72
YNL056W	-0.47	1.77
YNL057W	-1.82	-0.04
YNL058C	-0.94	-0.74
YNL059C		
YNL063W	1.13	0.46
YNL064C		
YNL065W	-0.07	0.35
YNL066W	1.13	0.43
YNL067W	2.99	3.64
YNL068C	-0.7	-0.53
YNL069C	-0.47000000000000003	2.065
YNL070W	2.28	2.92
YNL071W	-0.19	0.31
YNL072W	-0.56	-0.72
YNL073W	0.3	0.22
YNL074C	-0.22	0.73
YNL076W	-0.46	0.65
YNL077W	3.12	-0.78
YNL078W	-1.48	-1.35
YNL079C	4.36	3.84
YNL080C	3.02	-0.43
YNL081C	-2.06	-0.9
YNL082W	0.27	1.36
YNL083W	-0.1	0.28
YNL084C	-6.08	-0.78
YNL085W	-0.46	-0.78
YNL086W	-0.21	-0.71
YNL087W	-0.56	-0.58
YNL089C	-1.1300000000000001	-0.13999999999999996
YNL090W	0.29	-0.12
YNL091W	1.33	-0.41
YNL092W	-0.44	-0.52
YNL093W	-0.76	-1.35
YNL094W	1.39	1.29
YNL095C	-0.6	-0.06
YNL096C	0.66	3.13
YNL097C	1.37	-1.45
YNL098C	-0.15	0.57
YNL099C	-1.05	0.91
YNL100W	0.02	-0.56
YNL101W	1.06	-0.42
YNL104C	0.01	-1.64
YNL105W	0.14	-0.83
YNL106C	1.12	0.26
YNL107W	5.21	2.99
YNL108C	0.65	0.54
YNL109W	-0.08	0.25
YNL111C	-0.79	-0.24
